number_of_riders,number_of_drivers,location_category,customer_loyalty_status,number_of_past_rides,average_ratings,time_of_booking,vehicle_type,expected_ride_duration,historical_cost_of_ride,is_urban,is_silver,is_peak_hour,demand_ratio,dynamic_price,static_revenue,dynamic_revenue
70,26,Urban,Silver,15,3.67,Night,Premium,70,358.2348071386952,True,True,False,1.1594779036639502,385.9263577305163,25076.436499708663,27014.84504113614
45,7,Rural,Regular,87,4.35,Evening,Economy,74,224.3071067625652,False,False,True,0.7453786523553966,296.0853809265861,10093.819804315435,13323.842141696374
98,71,Suburban,Regular,83,4.55,Morning,Economy,139,558.3815496134125,False,False,True,1.6232690651295303,737.0636454897045,54721.391862114426,72232.23725799104
75,63,Urban,Gold,42,4.55,Evening,Premium,138,660.4425622593634,True,False,True,1.242297753925661,915.3733912914777,49533.19216945225,68653.00434686082
100,34,Rural,Gold,33,4.75,Night,Economy,156,537.4486716625657,False,False,False,1.6563970052342145,580.444565395571,53744.867166256576,58044.4565395571
76,23,Urban,Silver,53,3.94,Evening,Economy,117,480.104370355134,True,True,True,1.258861723978003,632.153424446605,36487.932146990184,48043.66025794198
32,12,Urban,Silver,69,3.68,Morning,Economy,55,162.28310451017555,True,True,True,0.5300470416749486,213.67816370854814,5193.0593443256175,6837.7012386735405
35,23,Suburban,Gold,58,3.78,Afternoon,Economy,164,638.0445145215127,False,False,False,0.5797389518319751,765.6534174258153,22331.558008252945,26797.869609903537
30,16,Suburban,Gold,89,3.63,Afternoon,Economy,142,420.1110979571745,False,False,False,0.49691910157026437,357.0944332635983,12603.332938715233,10712.83299790795
75,56,Urban,Regular,66,3.69,Evening,Premium,22,124.49060049402551,True,False,True,1.242297753925661,172.5439722847194,9336.795037051914,12940.797921353955
25,6,Rural,Regular,23,3.95,Morning,Premium,55,235.27811761739352,False,False,True,0.41409925130855363,219.98503997226297,5881.952940434838,5499.625999306574
88,16,Suburban,Gold,26,4.18,Morning,Economy,32,127.33149010162909,False,False,True,1.4576293646061087,168.0775669341504,11205.171128943359,14790.825890205237
43,26,Rural,Silver,69,4.9,Evening,Economy,107,391.0269903920518,False,True,True,0.7122507122507122,490.347845951633,16814.160586858226,21084.95737592022
39,20,Rural,Silver,97,4.25,Morning,Economy,121,319.5430197104816,False,True,True,0.6459948320413437,400.70694671694395,12462.177768708782,15627.570921960814
77,63,Suburban,Gold,72,4.56,Morning,Economy,113,380.2853707615285,False,False,True,1.2754256940303452,501.9766894052176,29281.973548637696,38652.205084201756
41,14,Suburban,Silver,59,4.72,Morning,Premium,49,179.62342246641472,False,True,True,0.679122772146028,225.24777177288408,7364.560321123004,9235.158642688248
51,20,Rural,Silver,97,4.8,Morning,Economy,130,452.112640122952,False,True,True,0.8447624726694494,566.9492507141817,23057.744646270552,28914.41178642327
30,10,Suburban,Gold,86,4.95,Evening,Economy,149,565.6691466337952,False,False,True,0.49691910157026437,528.9006521025985,16970.074399013858,15867.019563077956
29,8,Urban,Gold,52,4.68,Afternoon,Premium,121,402.1558775823215,True,False,False,0.4803551315179222,358.924120742222,11662.520449887325,10408.799501524438
21,5,Rural,Gold,8,4.44,Afternoon,Premium,159,689.8421599513094,False,False,False,0.34784337109918506,586.365835958613,14486.685358977498,12313.682555130874
50,15,Suburban,Regular,62,4.51,Night,Economy,83,307.6469280930268,False,False,False,0.8281985026171073,332.25868234046897,15382.34640465134,16612.934117023447
61,42,Rural,Gold,11,3.72,Night,Economy,52,186.5262770863605,False,False,False,1.010402173192871,201.44837925326934,11378.10290226799,12288.351134449429
67,5,Suburban,Silver,81,4.53,Morning,Premium,14,91.06777716361007,False,True,True,1.1097859935069236,114.19899256316702,6101.541069961875,7651.33250173219
73,22,Suburban,Regular,26,4.99,Night,Economy,33,143.8549860520897,False,False,False,1.2091698138209765,155.3633849362569,10501.413981802549,11341.527100346753
35,18,Urban,Gold,27,3.82,Morning,Economy,158,553.837359075948,True,False,True,0.5797389518319751,767.6185796792641,19384.30756765818,26866.650288774246
96,58,Urban,Silver,25,3.61,Morning,Economy,85,336.56848365859423,True,True,True,1.590141125024846,443.15972243327104,32310.574431225046,42543.33335359402
38,28,Urban,Gold,8,4.83,Morning,Economy,29,95.02020685904614,True,False,True,0.6294308619890016,131.69800670663795,3610.7678606437535,5004.524254852242
75,28,Urban,Gold,6,4.02,Evening,Premium,171,575.0117219060105,True,False,True,1.242297753925661,796.9662465617306,43125.87914295079,59772.468492129796
57,26,Suburban,Silver,92,4.11,Afternoon,Premium,58,264.675747588135,False,True,False,0.9441462929835023,301.73035225047386,15086.517612523694,17198.63007827701
36,10,Rural,Gold,65,3.54,Night,Economy,53,185.61792391524813,False,False,False,0.5963029218843172,200.46735782846795,6682.245260948933,7216.824881824847
73,27,Rural,Gold,98,3.97,Evening,Economy,57,251.1556502722435,False,False,True,1.2091698138209765,331.52545835936144,18334.362469873773,24201.358460233387
68,29,Rural,Gold,51,3.99,Evening,Economy,110,299.689056274687,False,False,True,1.126349963559266,395.58955428258685,20378.855826678715,26900.089691215904
25,9,Rural,Gold,11,3.58,Night,Economy,31,92.65681121424488,False,False,False,0.41409925130855363,70.88246057889732,2316.420280356122,1772.0615144724331
97,25,Urban,Regular,95,4.91,Night,Premium,101,332.2293764400841,True,False,False,1.6067050950771882,376.74811288305534,32226.249514688156,36544.56694965637
30,7,Rural,Regular,85,3.74,Evening,Economy,44,184.11208970364285,False,False,True,0.49691910157026437,172.14480387290607,5523.362691109285,5164.344116187182
83,7,Suburban,Gold,24,4.9,Morning,Premium,24,124.5817744544144,False,False,True,1.3748095143443981,164.447942279827,10340.287279716395,13649.179209225642
27,5,Rural,Gold,2,4.3,Evening,Economy,22,60.98181721983856,False,False,True,0.4472271914132379,57.01799910054906,1646.5090649356412,1539.4859757148247
58,21,Suburban,Gold,72,4.14,Afternoon,Economy,10,35.88598786056829,False,False,False,0.9607102630358444,43.06318543268195,2081.387295912961,2497.664755095553
32,15,Urban,Gold,67,3.76,Evening,Premium,23,132.12301879164062,True,False,True,0.5300470416749486,183.12250404521393,4227.9366013325,5859.920129446846
76,8,Urban,Gold,40,4.68,Afternoon,Economy,157,561.5796822292014,True,False,False,1.258861723978003,707.5903996087937,42680.0558494193,53776.87037026833
21,9,Suburban,Regular,38,4.54,Morning,Economy,179,546.3787898746884,False,False,True,0.34784337109918506,510.8641685328337,11473.954587368456,10728.147539189507
47,37,Urban,Gold,53,4.69,Night,Economy,41,147.4597413359118,True,False,False,0.7785065924600808,167.21934667492397,6930.607842787854,7859.309293721427
33,20,Suburban,Regular,97,4.13,Morning,Premium,169,668.8922140357987,False,False,True,0.5466110117272908,882.9377225272543,22073.443063181356,29136.944843399393
92,66,Rural,Silver,26,3.56,Evening,Economy,19,62.06928479024478,False,True,True,1.5238852448154774,77.83488312696696,5710.374200702519,7160.80924768096
24,7,Rural,Silver,34,3.51,Afternoon,Premium,111,477.7411361723483,False,True,False,0.3975352812562115,385.7759674591712,11465.787268136359,9258.62321902011
75,9,Rural,Gold,71,4.06,Night,Economy,150,411.0057654245888,False,False,False,1.242297753925661,443.88622665855587,30825.43240684416,33291.46699939169
89,76,Urban,Gold,35,4.8,Night,Premium,177,650.2985711974341,True,False,False,1.474193334658451,737.4385797378903,57876.57283657163,65632.03359667223
67,20,Urban,Regular,42,4.13,Evening,Economy,68,243.22861759627588,True,False,True,1.1097859935069236,337.1148639884384,16296.317378950484,22586.695887225374
61,23,Suburban,Silver,51,4.73,Evening,Premium,150,680.9330686248741,False,True,True,1.010402173192871,853.8900680555921,41536.917186117316,52087.29415139112
80,67,Rural,Regular,80,4.74,Night,Economy,147,432.30725774113824,False,False,False,1.3251176041873716,466.8918383604293,34584.58061929106,37351.347068834344
66,15,Suburban,Gold,62,4.59,Night,Economy,161,720.729944900258,False,False,False,1.0932220234545815,778.3883404922788,47568.17636341703,51373.6304724904
39,12,Suburban,Regular,54,3.77,Morning,Premium,176,510.4543750320455,False,False,True,0.6459948320413437,673.7997750423,19907.720626249775,26278.1912266497
46,22,Urban,Regular,9,4.33,Morning,Economy,128,522.7974318549136,True,False,True,0.7619426224077387,724.5972405509103,24048.681865326027,33331.473065341874
89,74,Rural,Silver,41,4.89,Morning,Premium,115,432.16279228896633,False,True,True,1.474193334658451,541.9321415303638,38462.488513718,48231.96059620238
60,16,Urban,Gold,56,4.33,Night,Premium,126,382.4570671338528,True,False,False,0.9938382031405287,433.70631412978906,22947.424028031168,26022.378847787342
58,13,Rural,Regular,99,3.62,Morning,Premium,106,351.43931589566165,False,False,True,0.9607102630358444,463.8998969822734,20383.480321948377,26906.194024971857
68,16,Urban,Silver,93,4.44,Morning,Premium,154,510.19578633034166,True,True,True,1.126349963559266,671.7747918611609,34693.31347046323,45680.68584655894
45,19,Suburban,Silver,71,3.72,Night,Economy,121,313.92644056486665,False,True,False,0.7453786523553966,322.08852801955317,14126.689825419,14493.983760879892
91,61,Suburban,Gold,100,4.88,Night,Economy,101,372.2298219510593,False,False,False,1.5073212747631353,402.00820770714404,33872.9137975464,36582.74690135011
39,12,Urban,Regular,70,4.02,Morning,Premium,66,314.46800852423786,True,False,True,0.6459948320413437,435.85265981459366,12264.252332445276,16998.253732769153
97,9,Rural,Gold,58,4.32,Evening,Premium,142,491.5779538643877,False,False,True,1.6067050950771882,648.8828991009918,47683.06152484561,62941.64121279621
42,18,Suburban,Silver,39,3.94,Afternoon,Economy,128,527.1558943563921,False,True,False,0.6956867421983701,600.9577195662869,22140.547562968466,25240.224221784047
27,15,Urban,Gold,11,3.77,Evening,Economy,111,432.849396942834,True,False,True,0.4472271914132379,424.94989544862733,11686.933717456519,11473.647177112938
67,48,Rural,Regular,94,4.3,Evening,Premium,168,544.6027807887253,False,False,True,1.1097859935069236,718.8756706411174,36488.386312844596,48164.669932954865
69,51,Urban,Regular,75,3.57,Night,Premium,136,470.18271352951473,True,False,False,1.142913933611608,533.1871971424697,32442.607233536517,36789.91660283041
69,47,Urban,Regular,65,4.22,Night,Economy,18,53.5391040086766,True,False,False,1.142913933611608,60.71334394583927,3694.1981765986857,4189.220732262909
93,18,Suburban,Gold,34,3.54,Afternoon,Economy,80,352.0685727015968,False,False,False,1.5404492148678195,422.48228724191614,32742.3772612485,39290.8527134982
84,74,Suburban,Regular,7,4.4,Afternoon,Premium,101,396.3698341114785,False,False,False,1.3913734843967402,475.6438009337742,33295.0660653642,39954.07927843703
96,48,Urban,Gold,41,4.39,Morning,Economy,130,367.7829980600229,True,False,True,1.590141125024846,509.7472353111918,35307.1678137622,48935.73458987441
30,13,Suburban,Gold,72,4.18,Night,Premium,113,352.9356730761453,False,False,False,0.49691910157026437,269.99578990325114,10588.070192284358,8099.873697097534
60,48,Suburban,Regular,15,4.06,Morning,Economy,78,339.1055825696459,False,False,True,0.9938382031405287,447.6193689919326,20346.334954178754,26857.162139515956
72,39,Urban,Regular,39,3.77,Night,Premium,115,347.8959667426787,True,False,False,1.1926058437686344,394.5140262861977,25048.509605472867,28405.009892606235
31,13,Suburban,Regular,82,4.63,Morning,Economy,108,469.2509135918648,False,False,True,0.5134830716226065,619.4112059412615,14546.778321347809,19201.747384179107
71,13,Rural,Silver,60,4.3,Night,Premium,62,213.8430201203033,False,True,False,1.1760418737162923,219.40293864343116,15182.854428541534,15577.608643683612
91,61,Rural,Silver,86,4.44,Morning,Premium,129,567.5392184514062,False,True,True,1.5073212747631353,711.6941799380634,51646.06887907797,64764.17037436377
91,60,Rural,Gold,2,3.53,Evening,Premium,107,492.179013222281,False,False,True,1.5073212747631353,649.6762974534109,44788.290203227574,59120.5430682604
32,6,Urban,Silver,13,4.75,Afternoon,Economy,53,173.88747446193491,True,True,False,0.5300470416749486,208.1433069309361,5564.399182781917,6660.585821789955
23,10,Suburban,Gold,47,4.84,Evening,Economy,125,418.10682439062094,False,False,True,0.38097131120386934,390.9298808052306,9616.456960984282,8991.387258520304
61,47,Suburban,Silver,100,4.58,Night,Premium,157,658.3040013013618,False,True,False,1.010402173192871,675.4199053351973,40156.54407938307,41200.61422544704
57,40,Urban,Regular,78,3.62,Afternoon,Economy,171,764.5953413909641,True,False,False,0.9441462929835023,963.3901301526148,43581.93445928495,54913.23741869904
89,70,Suburban,Gold,86,4.51,Afternoon,Economy,90,384.2092919756728,False,False,False,1.474193334658451,461.0511503708073,34194.626985834875,41033.55238300185
64,45,Rural,Gold,22,3.96,Night,Premium,118,404.6018875393623,False,False,False,1.0600940833498973,436.97003854251125,25894.520802519186,27966.08246672072
91,29,Urban,Regular,82,3.73,Afternoon,Premium,90,446.81702579708536,True,False,False,1.5073212747631353,562.9894525043276,40660.34934753477,51232.04017789381
91,53,Suburban,Gold,67,4.56,Night,Economy,50,158.1067231747087,False,False,False,1.5073212747631353,170.75526102868537,14387.711808898492,15538.728753610369
69,37,Suburban,Regular,47,4.39,Evening,Premium,60,284.2362895344896,False,False,True,1.142913933611608,375.19190218552626,19612.30397787978,25888.24125080131
71,61,Suburban,Regular,79,3.85,Afternoon,Economy,147,591.2989763287625,False,False,False,1.1760418737162923,709.558771594515,41982.227319342135,50378.67278321056
38,7,Rural,Silver,28,3.85,Evening,Economy,12,36.00027803358747,False,True,True,0.6294308619890016,45.14434865411869,1368.0105652763239,1715.4852488565102
100,32,Suburban,Regular,67,3.94,Evening,Premium,162,581.1370845965885,False,False,True,1.6563970052342145,767.1009516674968,58113.70845965885,76710.09516674968
65,51,Suburban,Gold,97,4.81,Night,Premium,144,588.1367698544636,False,False,False,1.0766580534022394,635.1877114428207,38228.89004054014,41287.20124378335
73,38,Urban,Regular,91,4.23,Evening,Premium,86,400.2673330229722,True,False,True,1.2091698138209765,554.7705235698396,29219.51531067697,40498.24822059829
56,25,Suburban,Regular,87,3.73,Evening,Premium,172,575.4102708388258,False,False,True,0.9275823229311602,759.5415575072501,32222.975166974244,42534.327220406005
75,55,Rural,Silver,80,4.7,Morning,Economy,69,190.9788526811355,False,True,True,1.242297753925661,239.48748126214392,14323.413951085162,17961.561094660792
97,21,Urban,Regular,43,3.79,Afternoon,Premium,106,398.1593839328215,True,False,False,1.6067050950771882,501.68082375535516,38621.460241483685,48663.03990426945
94,71,Rural,Regular,48,4.73,Night,Premium,169,770.8733244527833,False,False,False,1.5570131849201616,832.543190409006,72462.09249856163,78259.05989844656
53,22,Urban,Silver,28,4.99,Afternoon,Premium,64,211.0820229741896,True,True,False,0.8778904127741337,252.66518150010495,11187.34721763205,13391.254619505562
81,8,Rural,Silver,78,4.8,Afternoon,Premium,141,618.4288567281086,False,True,False,1.3416815742397137,705.0088966700438,50092.73739497679,57105.72063027354
47,34,Rural,Silver,87,3.53,Morning,Premium,170,739.2271199769044,False,True,True,0.7785065924600808,926.9908084510381,34743.674638914505,43568.56799719879
80,48,Suburban,Regular,13,4.44,Night,Economy,35,128.7410738814351,False,False,False,1.3251176041873716,139.04035979194992,10299.285910514809,11123.228783355993
75,55,Rural,Gold,54,4.73,Night,Premium,145,584.4917299915722,False,False,False,1.242297753925661,631.251068390898,43836.879749367916,47343.83012931735
89,12,Urban,Silver,42,4.73,Afternoon,Economy,102,328.31398217312767,True,True,False,1.474193334658451,392.9918366612338,29219.944413408364,34976.27346284981
30,13,Rural,Gold,8,4.1,Afternoon,Economy,94,274.6803754439265,False,False,False,0.49691910157026437,233.4783191273375,8240.411263317796,7004.349573820125
64,5,Rural,Gold,91,4.34,Evening,Premium,21,108.2430435427408,False,False,True,1.0600940833498973,142.88081747641786,6927.554786735412,9144.372318490743
55,29,Suburban,Gold,92,4.85,Morning,Economy,44,181.78093960037765,False,False,True,0.911018352878818,239.9508402724985,9997.95167802077,13197.296214987418
94,76,Suburban,Gold,26,4.7,Morning,Premium,94,405.317954516569,False,False,True,1.5570131849201616,535.0196999618711,38099.887724557484,50291.85179641588
53,28,Urban,Gold,6,3.67,Evening,Economy,178,775.7916851510323,True,False,True,0.8778904127741337,1075.247275619331,41116.959313004714,56988.105607824546
29,7,Suburban,Regular,68,3.98,Morning,Economy,114,289.1296809487768,False,False,True,0.4803551315179222,270.33625168710637,8384.760747514527,7839.751298926085
29,17,Urban,Silver,76,3.61,Morning,Economy,166,674.132847635612,True,True,True,0.4803551315179222,628.7384270079491,19549.85258143275,18233.414383230524
75,42,Suburban,Silver,38,4.25,Afternoon,Economy,146,479.11995337350106,False,True,False,1.242297753925661,546.1967468457912,35933.99650301258,40964.75601343434
74,53,Suburban,Regular,60,3.93,Night,Economy,162,676.4404324115253,False,False,False,1.2257337838733187,730.5556670044473,50056.591998452874,54061.1193583291
89,75,Urban,Silver,10,4.91,Evening,Economy,16,54.44953818628992,True,True,True,1.474193334658451,71.69370692988794,4846.008898579803,6380.739916760026
29,13,Suburban,Gold,44,4.29,Evening,Premium,87,267.7404170012178,False,False,True,0.4803551315179222,250.33728989613866,7764.472093035316,7259.781406988021
40,20,Rural,Silver,45,4.42,Evening,Premium,130,445.4842486108808,False,True,True,0.6625588020936858,558.6372477580445,17819.36994443523,22345.48991032178
79,11,Urban,Regular,1,4.35,Night,Premium,45,210.25675967194184,True,False,False,1.3085536341350295,238.43116546798205,16610.284014083405,18836.062071970584
98,87,Urban,Gold,87,4.28,Afternoon,Premium,170,603.8458024755097,True,False,False,1.6232690651295303,760.8457111191423,59176.88864259995,74562.87968967594
95,76,Urban,Regular,74,4.39,Night,Economy,118,464.9915827255092,True,False,False,1.5735771549725037,527.3004548107275,44174.20035892337,50093.54320701911
79,13,Rural,Gold,67,4.05,Evening,Premium,151,514.9363491532515,False,False,True,1.3085536341350295,679.715980882292,40679.97158310687,53697.56248970107
38,22,Suburban,Regular,18,4.17,Night,Premium,121,450.5387531372676,False,False,False,0.6294308619890016,486.581853388249,17120.47261921617,18490.11042875346
83,41,Suburban,Silver,48,3.64,Evening,Economy,176,741.3443926126964,False,True,True,1.3748095143443981,929.6458683363212,61531.5845868538,77160.60707191467
59,24,Suburban,Regular,40,4.0,Afternoon,Premium,147,631.6312970255759,False,False,False,0.9772742330881866,757.957556430691,37266.24652450898,44719.49582941077
51,11,Suburban,Regular,72,3.62,Afternoon,Economy,16,71.21364105240121,False,False,False,0.8447624726694494,85.45636926288145,3631.895693672462,4358.274832406954
64,46,Rural,Silver,51,5.0,Evening,Premium,29,144.60138253530263,False,True,True,1.0600940833498973,181.33013369926954,9254.488482259369,11605.12855675325
30,6,Rural,Regular,93,3.81,Evening,Economy,129,505.92196882791006,False,False,True,0.49691910157026437,473.03704085409595,15177.659064837302,14191.111225622879
60,15,Suburban,Regular,95,4.84,Afternoon,Economy,180,726.3339146351499,False,False,False,0.9938382031405287,871.6006975621798,43580.03487810899,52296.041853730785
75,51,Rural,Regular,17,4.83,Afternoon,Premium,79,283.4132787585248,False,False,False,1.242297753925661,340.09593451022977,21255.995906889362,25507.19508826723
25,15,Suburban,Regular,88,4.68,Afternoon,Premium,31,148.18648820169864,False,False,False,0.41409925130855363,125.95851497144383,3704.6622050424658,3148.962874286096
46,31,Suburban,Gold,67,3.53,Morning,Economy,61,158.59209307103367,False,False,True,0.7619426224077387,209.34156285376446,7295.236281267549,9629.711891273166
48,11,Urban,Regular,86,3.55,Night,Economy,15,57.89462608061131,True,False,False,0.795070562512423,65.65250597541322,2778.942051869343,3151.3202868198346
51,6,Rural,Gold,64,4.57,Morning,Economy,34,142.5577269374603,False,False,True,0.8447624726694494,188.17619955744763,7270.444073810475,9596.98617742983
68,23,Suburban,Gold,96,4.77,Morning,Economy,105,359.128113102171,False,False,True,1.126349963559266,474.0491092948658,24420.71169094763,32235.339432050874
89,8,Suburban,Silver,18,3.83,Morning,Economy,121,407.5520587692045,False,True,True,1.474193334658451,511.0702816965824,36272.1332304592,45485.25507099584
84,55,Suburban,Regular,1,4.47,Afternoon,Economy,146,487.3991192361553,False,False,False,1.3913734843967402,584.8789430833863,40941.526015837044,49129.831219004445
50,8,Rural,Regular,25,3.8,Evening,Premium,13,89.61312852216915,False,False,True,0.8281985026171073,118.28932964926328,4480.656426108458,5914.466482463164
99,40,Urban,Gold,26,4.83,Evening,Premium,151,510.6580782397596,True,False,True,1.6398330351818724,707.7720964403069,50555.149745736206,70069.43754759038
21,9,Urban,Gold,91,4.82,Morning,Economy,47,171.6271185714875,True,False,True,0.34784337109918506,168.49492365755785,3604.1694900012376,3538.393396808715
53,19,Suburban,Silver,54,3.84,Evening,Economy,132,520.5653406452625,False,True,True,0.8778904127741337,652.7889371691592,27589.963054198914,34597.81366996544
60,16,Urban,Gold,68,4.23,Night,Economy,108,458.096326804516,True,False,False,0.9938382031405287,519.4812345963211,27485.77960827096,31168.874075779266
32,22,Suburban,Silver,9,4.68,Night,Premium,135,530.1491563778454,False,True,False,0.5300470416749486,543.9330344436694,16964.773004091054,17405.85710219742
51,25,Rural,Regular,21,4.43,Evening,Premium,38,200.2582591219043,False,False,True,0.8447624726694494,264.3409020409137,10213.17121521712,13481.386004086598
22,5,Urban,Regular,75,4.39,Night,Premium,19,128.0167601925525,True,False,False,0.3644073411515272,102.8294626246678,2816.3687242361552,2262.2481777426915
21,7,Rural,Regular,6,4.96,Afternoon,Premium,180,836.1164185613576,False,False,False,0.34784337109918506,710.698955777154,17558.44478978851,14924.678071320233
55,21,Rural,Silver,49,4.59,Morning,Economy,111,471.0890518884983,False,True,True,0.911018352878818,590.7456710681769,25909.89785386741,32491.01190874973
42,31,Rural,Gold,32,4.75,Night,Economy,12,50.6401755820817,False,False,False,0.6956867421983701,54.69138962864824,2126.8873744474317,2297.038364403226
86,26,Rural,Silver,31,3.69,Afternoon,Economy,85,263.1611767019543,False,True,False,1.4245014245014245,300.0037414402278,22631.861196368067,25800.321763859592
48,18,Rural,Silver,60,4.47,Afternoon,Premium,124,524.1655595085831,False,True,False,0.795070562512423,597.5487378397847,25159.94685641199,28682.339416309667
82,65,Urban,Gold,43,4.8,Night,Premium,112,330.2265438250878,True,False,False,1.358245544292056,374.47690069764957,27078.5765936572,30707.105857207265
63,48,Rural,Regular,88,4.09,Morning,Economy,70,212.7407519371268,False,False,True,1.0435301132975552,280.81779255700735,13402.667372038988,17691.52093109146
44,24,Urban,Regular,83,3.61,Night,Economy,13,48.92895253547415,True,False,False,0.7288146823030544,55.48543217522769,2152.873911560863,2441.3590157100184
39,18,Suburban,Gold,78,4.21,Afternoon,Economy,165,734.3951190125542,False,False,False,0.6459948320413437,881.274142815065,28641.409641489616,34369.69156978754
23,7,Rural,Gold,98,4.35,Morning,Economy,76,281.33950234360725,False,False,True,0.38097131120386934,263.05243469127277,6470.808553902967,6050.205997899274
31,7,Rural,Silver,27,4.73,Morning,Premium,141,476.28985780068655,False,True,True,0.5134830716226065,597.267481682061,14764.985591821283,18515.29193214389
44,7,Rural,Regular,55,3.66,Night,Premium,103,490.3421583214189,False,False,False,0.7288146823030544,529.5695309871325,21575.05496614243,23301.05936343383
23,5,Urban,Gold,92,3.71,Night,Economy,105,363.4447759027239,True,False,False,0.38097131120386934,291.937016243863,8359.22984576265,6714.55137360885
63,46,Urban,Silver,36,4.59,Morning,Economy,18,49.83993575677632,True,True,True,1.0435301132975552,65.62424341094739,3139.915952676908,4134.3273348896855
25,15,Urban,Gold,15,4.18,Morning,Premium,176,516.8295590439432,True,False,True,0.41409925130855363,507.39741959139127,12920.738976098579,12684.935489784782
27,11,Rural,Regular,1,4.34,Night,Economy,99,262.6864663772181,False,False,False,0.4472271914132379,200.95514677857184,7092.534592184888,5425.7889630214395
57,28,Urban,Gold,27,4.58,Afternoon,Economy,107,423.5098573724167,True,False,False,0.9441462929835023,533.622420289245,24140.061870227753,30416.477956486968
83,26,Suburban,Gold,77,3.62,Night,Premium,74,373.975635759196,False,False,False,1.3748095143443981,403.89368661993166,31039.97776801327,33523.17598945433
80,5,Suburban,Regular,53,3.67,Evening,Premium,48,184.24294467848267,False,False,True,1.3251176041873716,243.20068697559714,14739.435574278614,19456.05495804777
50,40,Rural,Silver,61,4.7,Evening,Premium,73,319.11098294212263,False,True,True,0.8281985026171073,400.1651726094218,15955.549147106132,20008.25863047109
84,8,Rural,Gold,21,4.63,Night,Economy,172,549.2008068168793,False,False,False,1.3913734843967402,593.1368713622296,46132.867772617865,49823.497194427284
90,54,Rural,Regular,1,3.59,Afternoon,Premium,87,427.8571629452071,False,False,False,1.4907573047107932,513.4285955342485,38507.14466506864,46208.57359808237
28,9,Urban,Silver,68,4.82,Evening,Premium,43,164.316390505398,True,True,True,0.4637911614655801,153.25173555974078,4600.858934151144,4291.048595672742
97,64,Rural,Silver,62,3.52,Morning,Premium,152,638.1340201838489,False,True,True,1.6067050950771882,800.2200613105465,61898.99995783334,77621.34594712302
99,22,Suburban,Silver,7,4.4,Morning,Economy,39,131.44358716419623,False,True,True,1.6398330351818724,164.83025830390207,13012.915129255427,16318.195572086304
96,53,Rural,Regular,58,4.28,Afternoon,Economy,21,55.6373707994896,False,False,False,1.590141125024846,66.76484495938752,5341.187596751002,6409.425116101202
88,69,Rural,Gold,89,3.6,Evening,Premium,107,467.92749485577286,False,False,True,1.4576293646061087,617.6642932096202,41177.619547308015,54354.45780244657
53,17,Rural,Silver,78,4.03,Afternoon,Premium,26,120.24719290813758,False,True,False,0.8778904127741337,137.0817999152768,6373.101224131292,7265.335395509671
28,14,Rural,Silver,77,3.58,Afternoon,Economy,98,374.65518279544045,False,True,False,0.4637911614655801,302.53406010731817,10490.345118272333,8470.95368300491
59,21,Rural,Regular,97,3.6,Afternoon,Premium,67,269.44414015954374,False,False,False,0.9772742330881866,323.3329681914525,15897.20426941308,19076.645123295697
50,27,Suburban,Gold,100,4.22,Morning,Premium,173,685.6696935694298,False,False,True,0.8281985026171073,905.0839955116473,34283.48467847149,45254.19977558237
89,8,Urban,Gold,40,3.59,Morning,Premium,151,528.0024896243917,True,False,True,1.474193334658451,731.8114506194071,46992.22157657086,65131.21910512723
83,34,Urban,Silver,96,4.71,Evening,Premium,176,812.0729938599545,True,True,True,1.3748095143443981,1069.256511015402,67402.05849037622,88748.29041427838
73,14,Urban,Gold,28,4.31,Evening,Economy,29,118.97305838669006,True,False,True,1.2091698138209765,164.89665892395243,8685.033262228375,12037.456101448528
76,35,Suburban,Regular,8,4.89,Afternoon,Premium,138,406.5899107855241,False,False,False,1.258861723978003,487.9078929426289,30900.833219699834,37080.999863639794
56,35,Rural,Silver,33,3.97,Morning,Economy,47,134.77582951421903,False,True,True,0.9275823229311602,169.00889021083066,7547.4464527962655,9464.497851806516
40,20,Rural,Regular,11,4.4,Afternoon,Economy,83,343.79851998722387,False,False,False,0.6625588020936858,412.55822398466864,13751.940799488955,16502.328959386745
27,6,Urban,Silver,92,3.73,Night,Premium,125,460.2837624776103,True,True,False,0.4472271914132379,351.2367855996335,12427.661586895478,9483.393211190105
32,7,Urban,Regular,79,4.05,Morning,Economy,83,306.390461217286,True,False,True,0.5300470416749486,424.65717924715835,9804.494758953151,13589.029735909067
48,24,Urban,Silver,35,4.2,Night,Premium,51,251.4211394087152,True,True,False,0.795070562512423,270.85599348500887,12068.21469161833,13001.087687280426
71,41,Urban,Gold,31,3.81,Afternoon,Premium,140,614.63671317069,True,False,False,1.1760418737162923,774.4422585950693,43639.206635118986,54985.40036024992
53,6,Rural,Silver,74,4.12,Night,Economy,76,231.1651667910225,False,True,False,0.8778904127741337,237.17546112758907,12251.753839924193,12570.29943976222
87,44,Rural,Silver,61,3.87,Evening,Premium,16,117.76366453355408,False,True,True,1.4410653945537666,147.67563532507683,10245.438814419205,12847.780273281684
36,16,Urban,Regular,82,4.62,Afternoon,Premium,72,253.4912438007839,True,False,False,0.5963029218843172,319.3989671889877,9125.68477682822,11498.362818803556
39,20,Rural,Gold,71,4.11,Morning,Economy,111,404.5983991889042,False,False,True,0.6459948320413437,534.0698869293535,15779.337568367264,20828.725590244787
