number_of_riders,number_of_drivers,location_category,customer_loyalty_status,number_of_past_rides,average_ratings,time_of_booking,vehicle_type,expected_ride_duration,historical_cost_of_ride,Predicted_XGB_Tuned,Predicted_LGB_Tuned,Static_Revenue,Dynamic_Revenue_XGB,Dynamic_Revenue_LGB
76,8,Urban,Gold,40,4.68,Afternoon,Economy,157,561.5796822292014,569.25854,589.6342724370569,561.5796822292014,569.25854,589.6342724370569
21,9,Suburban,Regular,38,4.54,Morning,Economy,179,546.3787898746884,662.90753,696.8506904033319,546.3787898746884,662.90753,696.8506904033319
47,37,Urban,Gold,53,4.69,Night,Economy,41,147.4597413359118,160.24321,151.67857417233742,147.4597413359118,160.24321,151.67857417233742
33,20,Suburban,Regular,97,4.13,Morning,Premium,169,668.8922140357987,626.0148,653.8081104852545,668.8922140357987,626.0148,653.8081104852545
92,66,Rural,Silver,26,3.56,Evening,Economy,19,62.06928479024478,76.95349,69.1067214477443,62.06928479024478,76.95349,69.1067214477443
24,7,Rural,Silver,34,3.51,Afternoon,Premium,111,477.7411361723483,446.5539,464.2747575028846,477.7411361723483,446.5539,464.2747575028846
75,9,Rural,Gold,71,4.06,Night,Economy,150,411.0057654245888,504.68997,472.9749188981501,411.0057654245888,504.68997,472.9749188981501
89,76,Urban,Gold,35,4.8,Night,Premium,177,650.2985711974341,653.49146,649.9867798159378,650.2985711974341,653.49146,649.9867798159378
67,20,Urban,Regular,42,4.13,Evening,Economy,68,243.22861759627588,247.05515,251.23956736551767,243.22861759627588,247.05515,251.23956736551767
61,23,Suburban,Silver,51,4.73,Evening,Premium,150,680.9330686248741,588.8015,623.6186582591274,680.9330686248741,588.8015,623.6186582591274
80,67,Rural,Regular,80,4.74,Night,Economy,147,432.30725774113824,584.81085,604.7539268586199,432.30725774113824,584.81085,604.7539268586199
66,15,Suburban,Gold,62,4.59,Night,Economy,161,720.729944900258,637.68304,704.0132910507351,720.729944900258,637.68304,704.0132910507351
39,12,Suburban,Regular,54,3.77,Morning,Premium,176,510.4543750320455,618.457,642.8047127029199,510.4543750320455,618.457,642.8047127029199
46,22,Urban,Regular,9,4.33,Morning,Economy,128,522.7974318549136,459.0266,478.1727402829393,522.7974318549136,459.0266,478.1727402829393
89,74,Rural,Silver,41,4.89,Morning,Premium,115,432.16279228896633,460.38217,464.7103121991888,432.16279228896633,460.38217,464.7103121991888
60,16,Urban,Gold,56,4.33,Night,Premium,126,382.4570671338528,484.81198,505.3657022049218,382.4570671338528,484.81198,505.3657022049218
58,13,Rural,Regular,99,3.62,Morning,Premium,106,351.43931589566165,392.74738,386.5177404822394,351.43931589566165,392.74738,386.5177404822394
68,16,Urban,Silver,93,4.44,Morning,Premium,154,510.19578633034166,567.3658,535.6632489886256,510.19578633034166,567.3658,535.6632489886256
45,19,Suburban,Silver,71,3.72,Night,Economy,121,313.92644056486665,357.35278,337.46169047925287,313.92644056486665,357.35278,337.46169047925287
91,61,Suburban,Gold,100,4.88,Night,Economy,101,372.2298219510593,372.02087,384.59468165969605,372.2298219510593,372.02087,384.59468165969605
39,12,Urban,Regular,70,4.02,Morning,Premium,66,314.46800852423786,272.7389,288.88095445917315,314.46800852423786,272.7389,288.88095445917315
97,9,Rural,Gold,58,4.32,Evening,Premium,142,491.5779538643877,489.91232,492.45555013271576,491.5779538643877,489.91232,492.45555013271576
42,18,Suburban,Silver,39,3.94,Afternoon,Economy,128,527.1558943563921,448.90326,476.37046665198636,527.1558943563921,448.90326,476.37046665198636
27,15,Urban,Gold,11,3.77,Evening,Economy,111,432.849396942834,370.88208,372.49545633572137,432.849396942834,370.88208,372.49545633572137
67,48,Rural,Regular,94,4.3,Evening,Premium,168,544.6027807887253,570.30975,519.5464667054664,544.6027807887253,570.30975,519.5464667054664
69,51,Urban,Regular,75,3.57,Night,Premium,136,470.18271352951473,497.49313,479.36128048783473,470.18271352951473,497.49313,479.36128048783473
69,47,Urban,Regular,65,4.22,Night,Economy,18,53.5391040086766,67.92844,56.27431292637892,53.5391040086766,67.92844,56.27431292637892
93,18,Suburban,Gold,34,3.54,Afternoon,Economy,80,352.0685727015968,313.8818,326.0073163894139,352.0685727015968,313.8818,326.0073163894139
84,74,Suburban,Regular,7,4.4,Afternoon,Premium,101,396.3698341114785,431.208,423.2429784976851,396.3698341114785,431.208,423.2429784976851
96,48,Urban,Gold,41,4.39,Morning,Economy,130,367.7829980600229,452.87286,411.5435722927291,367.7829980600229,452.87286,411.5435722927291
30,13,Suburban,Gold,72,4.18,Night,Premium,113,352.9356730761453,388.0101,376.8730465303708,352.9356730761453,388.0101,376.8730465303708
60,48,Suburban,Regular,15,4.06,Morning,Economy,78,339.1055825696459,285.9475,295.92632458374914,339.1055825696459,285.9475,295.92632458374914
72,39,Urban,Regular,39,3.77,Night,Premium,115,347.8959667426787,421.32385,437.4716254804623,347.8959667426787,421.32385,437.4716254804623
31,13,Suburban,Regular,82,4.63,Morning,Economy,108,469.2509135918648,394.32724,425.10021727159557,469.2509135918648,394.32724,425.10021727159557
71,13,Rural,Silver,60,4.3,Night,Premium,62,213.8430201203033,251.69363,241.90513634234765,213.8430201203033,251.69363,241.90513634234765
91,61,Rural,Silver,86,4.44,Morning,Premium,129,567.5392184514062,556.4484,570.8241437568453,567.5392184514062,556.4484,570.8241437568453
91,60,Rural,Gold,2,3.53,Evening,Premium,107,492.179013222281,440.05432,467.43359073447544,492.179013222281,440.05432,467.43359073447544
32,6,Urban,Silver,13,4.75,Afternoon,Economy,53,173.88747446193491,162.87683,141.39479584206805,173.88747446193491,162.87683,141.39479584206805
23,10,Suburban,Gold,47,4.84,Evening,Economy,125,418.10682439062094,436.06897,433.6376750993721,418.10682439062094,436.06897,433.6376750993721
61,47,Suburban,Silver,100,4.58,Night,Premium,157,658.3040013013618,646.87476,649.8759758893499,658.3040013013618,646.87476,649.8759758893499
57,40,Urban,Regular,78,3.62,Afternoon,Economy,171,764.5953413909641,677.49023,709.333266559009,764.5953413909641,677.49023,709.333266559009
89,70,Suburban,Gold,86,4.51,Afternoon,Economy,90,384.2092919756728,337.70068,345.4092925969578,384.2092919756728,337.70068,345.4092925969578
64,45,Rural,Gold,22,3.96,Night,Premium,118,404.6018875393623,425.53513,439.76427664077687,404.6018875393623,425.53513,439.76427664077687
91,29,Urban,Regular,82,3.73,Afternoon,Premium,90,446.81702579708536,382.1732,405.067412392032,446.81702579708536,382.1732,405.067412392032
91,53,Suburban,Gold,67,4.56,Night,Economy,50,158.1067231747087,166.21378,154.94914722458702,158.1067231747087,166.21378,154.94914722458702
69,37,Suburban,Regular,47,4.39,Evening,Premium,60,284.2362895344896,248.48564,266.67924923725695,284.2362895344896,248.48564,266.67924923725695
71,61,Suburban,Regular,79,3.85,Afternoon,Economy,147,591.2989763287625,576.92334,566.8228051793675,591.2989763287625,576.92334,566.8228051793675
38,7,Rural,Silver,28,3.85,Evening,Economy,12,36.00027803358747,58.799194,45.15431539691423,36.00027803358747,58.799194,45.15431539691423
100,32,Suburban,Regular,67,3.94,Evening,Premium,162,581.1370845965885,591.3733,594.2404053570529,581.1370845965885,591.3733,594.2404053570529
65,51,Suburban,Gold,97,4.81,Night,Premium,144,588.1367698544636,538.7134,537.654704612011,588.1367698544636,538.7134,537.654704612011
73,38,Urban,Regular,91,4.23,Evening,Premium,86,400.2673330229722,345.2946,379.39799754888617,400.2673330229722,345.2946,379.39799754888617
56,25,Suburban,Regular,87,3.73,Evening,Premium,172,575.4102708388258,630.58264,630.4374213136568,575.4102708388258,630.58264,630.4374213136568
75,55,Rural,Silver,80,4.7,Morning,Economy,69,190.9788526811355,223.53404,202.74972574989266,190.9788526811355,223.53404,202.74972574989266
97,21,Urban,Regular,43,3.79,Afternoon,Premium,106,398.1593839328215,418.63925,406.1448148229592,398.1593839328215,418.63925,406.1448148229592
94,71,Rural,Regular,48,4.73,Night,Premium,169,770.8733244527833,649.82776,679.8571167106115,770.8733244527833,649.82776,679.8571167106115
53,22,Urban,Silver,28,4.99,Afternoon,Premium,64,211.0820229741896,304.0993,282.1503086845334,211.0820229741896,304.0993,282.1503086845334
81,8,Rural,Silver,78,4.8,Afternoon,Premium,141,618.4288567281086,525.99994,561.3643212563412,618.4288567281086,525.99994,561.3643212563412
47,34,Rural,Silver,87,3.53,Morning,Premium,170,739.2271199769044,660.6028,696.5324497177057,739.2271199769044,660.6028,696.5324497177057
80,48,Suburban,Regular,13,4.44,Night,Economy,35,128.7410738814351,124.947845,118.21829003719235,128.7410738814351,124.947845,118.21829003719235
75,55,Rural,Gold,54,4.73,Night,Premium,145,584.4917299915722,575.6609,592.6165051657406,584.4917299915722,575.6609,592.6165051657406
89,12,Urban,Silver,42,4.73,Afternoon,Economy,102,328.31398217312767,366.27737,380.1482502601935,328.31398217312767,366.27737,380.1482502601935
30,13,Rural,Gold,8,4.1,Afternoon,Economy,94,274.6803754439265,315.76807,304.3851218366456,274.6803754439265,315.76807,304.3851218366456
64,5,Rural,Gold,91,4.34,Evening,Premium,21,108.2430435427408,113.693954,111.08367862457082,108.2430435427408,113.693954,111.08367862457082
55,29,Suburban,Gold,92,4.85,Morning,Economy,44,181.78093960037765,180.78912,183.634774309199,181.78093960037765,180.78912,183.634774309199
94,76,Suburban,Gold,26,4.7,Morning,Premium,94,405.317954516569,393.46176,390.1132659690761,405.317954516569,393.46176,390.1132659690761
53,28,Urban,Gold,6,3.67,Evening,Economy,178,775.7916851510323,682.7043,710.2852627006289,775.7916851510323,682.7043,710.2852627006289
29,7,Suburban,Regular,68,3.98,Morning,Economy,114,289.1296809487768,352.33728,311.10048926106344,289.1296809487768,352.33728,311.10048926106344
29,17,Urban,Silver,76,3.61,Morning,Economy,166,674.132847635612,560.21686,565.9995624103514,674.132847635612,560.21686,565.9995624103514
75,42,Suburban,Silver,38,4.25,Afternoon,Economy,146,479.11995337350106,528.0152,508.21425262643675,479.11995337350106,528.0152,508.21425262643675
74,53,Suburban,Regular,60,3.93,Night,Economy,162,676.4404324115253,600.0204,635.1001568426456,676.4404324115253,600.0204,635.1001568426456
89,75,Urban,Silver,10,4.91,Evening,Economy,16,54.44953818628992,50.87689,51.6911700204205,54.44953818628992,50.87689,51.6911700204205
29,13,Suburban,Gold,44,4.29,Evening,Premium,87,267.7404170012178,341.04007,356.6060260682265,267.7404170012178,341.04007,356.6060260682265
40,20,Rural,Silver,45,4.42,Evening,Premium,130,445.4842486108808,473.20953,474.8077070372572,445.4842486108808,473.20953,474.8077070372572
79,11,Urban,Regular,1,4.35,Night,Premium,45,210.25675967194184,211.91713,217.56485009595053,210.25675967194184,211.91713,217.56485009595053
98,87,Urban,Gold,87,4.28,Afternoon,Premium,170,603.8458024755097,620.8294,597.2551819248893,603.8458024755097,620.8294,597.2551819248893
95,76,Urban,Regular,74,4.39,Night,Economy,118,464.9915827255092,436.84183,442.3126161002441,464.9915827255092,436.84183,442.3126161002441
79,13,Rural,Gold,67,4.05,Evening,Premium,151,514.9363491532515,530.68066,505.22115715400525,514.9363491532515,530.68066,505.22115715400525
38,22,Suburban,Regular,18,4.17,Night,Premium,121,450.5387531372676,410.96008,407.4733942079842,450.5387531372676,410.96008,407.4733942079842
83,41,Suburban,Silver,48,3.64,Evening,Economy,176,741.3443926126964,686.78595,711.6045586657524,741.3443926126964,686.78595,711.6045586657524
59,24,Suburban,Regular,40,4.0,Afternoon,Premium,147,631.6312970255759,547.4049,550.8053956215587,631.6312970255759,547.4049,550.8053956215587
51,11,Suburban,Regular,72,3.62,Afternoon,Economy,16,71.21364105240121,69.946075,55.5926534974816,71.21364105240121,69.946075,55.5926534974816
64,46,Rural,Silver,51,5.0,Evening,Premium,29,144.60138253530263,179.3148,186.32209249102112,144.60138253530263,179.3148,186.32209249102112
30,6,Rural,Regular,93,3.81,Evening,Economy,129,505.92196882791006,434.41443,450.348799235183,505.92196882791006,434.41443,450.348799235183
60,15,Suburban,Regular,95,4.84,Afternoon,Economy,180,726.3339146351499,669.1445,670.3985925513871,726.3339146351499,669.1445,670.3985925513871
75,51,Rural,Regular,17,4.83,Afternoon,Premium,79,283.4132787585248,306.55655,298.82603813033137,283.4132787585248,306.55655,298.82603813033137
25,15,Suburban,Regular,88,4.68,Afternoon,Premium,31,148.18648820169864,159.73099,151.44391223326457,148.18648820169864,159.73099,151.44391223326457
46,31,Suburban,Gold,67,3.53,Morning,Economy,61,158.59209307103367,207.96953,191.48688848775438,158.59209307103367,207.96953,191.48688848775438
48,11,Urban,Regular,86,3.55,Night,Economy,15,57.89462608061131,52.219276,46.441783628201556,57.89462608061131,52.219276,46.441783628201556
51,6,Rural,Gold,64,4.57,Morning,Economy,34,142.5577269374603,128.12212,135.16081063618807,142.5577269374603,128.12212,135.16081063618807
68,23,Suburban,Gold,96,4.77,Morning,Economy,105,359.128113102171,399.61142,401.255476554697,359.128113102171,399.61142,401.255476554697
89,8,Suburban,Silver,18,3.83,Morning,Economy,121,407.5520587692045,381.65613,381.97912687980244,407.5520587692045,381.65613,381.97912687980244
84,55,Suburban,Regular,1,4.47,Afternoon,Economy,146,487.3991192361553,530.4174,534.710866959773,487.3991192361553,530.4174,534.710866959773
50,8,Rural,Regular,25,3.8,Evening,Premium,13,89.61312852216915,89.354996,88.8349186299143,89.61312852216915,89.354996,88.8349186299143
99,40,Urban,Gold,26,4.83,Evening,Premium,151,510.6580782397596,556.74255,523.512930753367,510.6580782397596,556.74255,523.512930753367
21,9,Urban,Gold,91,4.82,Morning,Economy,47,171.6271185714875,171.33553,183.4169641469504,171.6271185714875,171.33553,183.4169641469504
53,19,Suburban,Silver,54,3.84,Evening,Economy,132,520.5653406452625,485.77365,503.95496486610006,520.5653406452625,485.77365,503.95496486610006
60,16,Urban,Gold,68,4.23,Night,Economy,108,458.096326804516,368.1518,399.6285234998212,458.096326804516,368.1518,399.6285234998212
32,22,Suburban,Silver,9,4.68,Night,Premium,135,530.1491563778454,505.40622,501.8525123558464,530.1491563778454,505.40622,501.8525123558464
51,25,Rural,Regular,21,4.43,Evening,Premium,38,200.2582591219043,177.97943,158.97449213009298,200.2582591219043,177.97943,158.97449213009298
22,5,Urban,Regular,75,4.39,Night,Premium,19,128.0167601925525,130.34042,133.90974159373727,128.0167601925525,130.34042,133.90974159373727
21,7,Rural,Regular,6,4.96,Afternoon,Premium,180,836.1164185613576,696.6967,703.75858560781,836.1164185613576,696.6967,703.75858560781
55,21,Rural,Silver,49,4.59,Morning,Economy,111,471.0890518884983,403.2038,446.55176781800856,471.0890518884983,403.2038,446.55176781800856
42,31,Rural,Gold,32,4.75,Night,Economy,12,50.6401755820817,66.08735,49.589205998190266,50.6401755820817,66.08735,49.589205998190266
86,26,Rural,Silver,31,3.69,Afternoon,Economy,85,263.1611767019543,350.84445,380.83590763867704,263.1611767019543,350.84445,380.83590763867704
48,18,Rural,Silver,60,4.47,Afternoon,Premium,124,524.1655595085831,471.65527,500.9513048049165,524.1655595085831,471.65527,500.9513048049165
82,65,Urban,Gold,43,4.8,Night,Premium,112,330.2265438250878,415.96558,395.2156764454644,330.2265438250878,415.96558,395.2156764454644
63,48,Rural,Regular,88,4.09,Morning,Economy,70,212.7407519371268,240.81065,206.52088962422738,212.7407519371268,240.81065,206.52088962422738
44,24,Urban,Regular,83,3.61,Night,Economy,13,48.92895253547415,75.04016,69.36911269874545,48.92895253547415,75.04016,69.36911269874545
39,18,Suburban,Gold,78,4.21,Afternoon,Economy,165,734.3951190125542,564.31226,542.0861715784728,734.3951190125542,564.31226,542.0861715784728
23,7,Rural,Gold,98,4.35,Morning,Economy,76,281.33950234360725,275.0572,273.0688145633484,281.33950234360725,275.0572,273.0688145633484
31,7,Rural,Silver,27,4.73,Morning,Premium,141,476.28985780068655,509.77765,502.4459901178433,476.28985780068655,509.77765,502.4459901178433
44,7,Rural,Regular,55,3.66,Night,Premium,103,490.3421583214189,403.039,428.56584675174554,490.3421583214189,403.039,428.56584675174554
23,5,Urban,Gold,92,3.71,Night,Economy,105,363.4447759027239,356.62906,373.7906369003307,363.4447759027239,356.62906,373.7906369003307
63,46,Urban,Silver,36,4.59,Morning,Economy,18,49.83993575677632,69.80914,49.65708063889925,49.83993575677632,69.80914,49.65708063889925
25,15,Urban,Gold,15,4.18,Morning,Premium,176,516.8295590439432,609.86633,582.3957392851935,516.8295590439432,609.86633,582.3957392851935
27,11,Rural,Regular,1,4.34,Night,Economy,99,262.6864663772181,320.47855,292.00630591534326,262.6864663772181,320.47855,292.00630591534326
57,28,Urban,Gold,27,4.58,Afternoon,Economy,107,423.5098573724167,398.09146,420.2672418407234,423.5098573724167,398.09146,420.2672418407234
83,26,Suburban,Gold,77,3.62,Night,Premium,74,373.975635759196,306.79233,323.45155693266605,373.975635759196,306.79233,323.45155693266605
80,5,Suburban,Regular,53,3.67,Evening,Premium,48,184.24294467848267,208.55818,207.01231196724942,184.24294467848267,208.55818,207.01231196724942
50,40,Rural,Silver,61,4.7,Evening,Premium,73,319.11098294212263,295.1797,305.37783001043346,319.11098294212263,295.1797,305.37783001043346
84,8,Rural,Gold,21,4.63,Night,Economy,172,549.2008068168793,622.77686,602.1150131901484,549.2008068168793,622.77686,602.1150131901484
90,54,Rural,Regular,1,3.59,Afternoon,Premium,87,427.8571629452071,386.53998,393.6433331622911,427.8571629452071,386.53998,393.6433331622911
28,9,Urban,Silver,68,4.82,Evening,Premium,43,164.316390505398,198.8359,187.30416070521966,164.316390505398,198.8359,187.30416070521966
97,64,Rural,Silver,62,3.52,Morning,Premium,152,638.1340201838489,641.6587,662.0927073828669,638.1340201838489,641.6587,662.0927073828669
99,22,Suburban,Silver,7,4.4,Morning,Economy,39,131.44358716419623,129.77827,109.98621067009702,131.44358716419623,129.77827,109.98621067009702
96,53,Rural,Regular,58,4.28,Afternoon,Economy,21,55.6373707994896,81.67091,71.76662309412127,55.6373707994896,81.67091,71.76662309412127
88,69,Rural,Gold,89,3.6,Evening,Premium,107,467.92749485577286,441.6748,461.7710661348985,467.92749485577286,441.6748,461.7710661348985
53,17,Rural,Silver,78,4.03,Afternoon,Premium,26,120.24719290813758,147.95593,164.92986716083067,120.24719290813758,147.95593,164.92986716083067
28,14,Rural,Silver,77,3.58,Afternoon,Economy,98,374.65518279544045,362.73746,374.7448170249299,374.65518279544045,362.73746,374.7448170249299
59,21,Rural,Regular,97,3.6,Afternoon,Premium,67,269.44414015954374,283.74625,282.3594093708158,269.44414015954374,283.74625,282.3594093708158
50,27,Suburban,Gold,100,4.22,Morning,Premium,173,685.6696935694298,633.5453,645.6749143673669,685.6696935694298,633.5453,645.6749143673669
89,8,Urban,Gold,40,3.59,Morning,Premium,151,528.0024896243917,522.3387,524.370340281307,528.0024896243917,522.3387,524.370340281307
83,34,Urban,Silver,96,4.71,Evening,Premium,176,812.0729938599545,672.6525,652.3861264656066,812.0729938599545,672.6525,652.3861264656066
73,14,Urban,Gold,28,4.31,Evening,Economy,29,118.97305838669006,117.441444,118.08175693426895,118.97305838669006,117.441444,118.08175693426895
76,35,Suburban,Regular,8,4.89,Afternoon,Premium,138,406.5899107855241,495.55606,453.9695328735724,406.5899107855241,495.55606,453.9695328735724
56,35,Rural,Silver,33,3.97,Morning,Economy,47,134.77582951421903,169.43138,156.72404629576744,134.77582951421903,169.43138,156.72404629576744
40,20,Rural,Regular,11,4.4,Afternoon,Economy,83,343.79851998722387,306.39804,320.702289777186,343.79851998722387,306.39804,320.702289777186
27,6,Urban,Silver,92,3.73,Night,Premium,125,460.2837624776103,447.13602,440.10092974484644,460.2837624776103,447.13602,440.10092974484644
32,7,Urban,Regular,79,4.05,Morning,Economy,83,306.390461217286,296.11804,294.5614148292565,306.390461217286,296.11804,294.5614148292565
48,24,Urban,Silver,35,4.2,Night,Premium,51,251.4211394087152,229.79498,233.34873670291077,251.4211394087152,229.79498,233.34873670291077
71,41,Urban,Gold,31,3.81,Afternoon,Premium,140,614.63671317069,511.93674,567.5466224296808,614.63671317069,511.93674,567.5466224296808
53,6,Rural,Silver,74,4.12,Night,Economy,76,231.1651667910225,243.64142,234.54237231284628,231.1651667910225,243.64142,234.54237231284628
87,44,Rural,Silver,61,3.87,Evening,Premium,16,117.76366453355408,119.69368,121.90921356957176,117.76366453355408,119.69368,121.90921356957176
36,16,Urban,Regular,82,4.62,Afternoon,Premium,72,253.4912438007839,276.34427,258.6008157504443,253.4912438007839,276.34427,258.6008157504443
39,20,Rural,Gold,71,4.11,Morning,Economy,111,404.5983991889042,358.98764,352.1304538742377,404.5983991889042,358.98764,352.1304538742377
91,81,Rural,Gold,15,4.68,Evening,Premium,20,135.1772701347079,136.49312,147.43310529805615,135.1772701347079,136.49312,147.43310529805615
31,18,Urban,Regular,46,4.86,Night,Economy,128,360.8585507409454,450.28464,435.52689456581294,360.8585507409454,450.28464,435.52689456581294
94,67,Suburban,Silver,34,4.64,Night,Premium,64,231.3263184773236,258.1698,231.32354654499952,231.3263184773236,258.1698,231.32354654499952
83,18,Urban,Gold,12,4.98,Morning,Economy,81,286.409294385432,278.59805,297.76442149394495,286.409294385432,278.59805,297.76442149394495
34,9,Urban,Silver,65,4.69,Afternoon,Premium,107,508.7118174567975,431.44336,454.4749187272609,508.7118174567975,431.44336,454.4749187272609
32,6,Rural,Gold,75,4.47,Morning,Premium,154,721.7212691270341,629.173,686.415977883663,721.7212691270341,629.173,686.415977883663
22,7,Urban,Gold,15,3.53,Evening,Premium,180,552.2693747461685,630.37805,622.2795636525791,552.2693747461685,630.37805,622.2795636525791
49,20,Rural,Silver,52,4.74,Afternoon,Premium,162,510.62689141008207,632.98535,668.5311421979384,510.62689141008207,632.98535,668.5311421979384
61,38,Urban,Silver,95,3.5,Night,Economy,164,415.9794524398186,516.9658,496.23115453654304,415.9794524398186,516.9658,496.23115453654304
21,9,Urban,Gold,48,4.4,Afternoon,Premium,152,660.0597080304599,614.7773,606.9831358122575,660.0597080304599,614.7773,606.9831358122575
40,18,Urban,Silver,16,4.59,Afternoon,Premium,157,644.0445755475266,625.5061,629.7204272249128,644.0445755475266,625.5061,629.7204272249128
22,6,Urban,Silver,82,4.3,Morning,Premium,172,710.884313751738,658.3838,667.7087973778549,710.884313751738,658.3838,667.7087973778549
34,11,Suburban,Gold,66,4.59,Morning,Economy,134,478.20015364109577,478.05093,473.31617164347756,478.20015364109577,478.05093,473.31617164347756
56,31,Rural,Silver,9,4.79,Afternoon,Premium,167,744.4180991800615,668.3302,713.8122226744898,744.4180991800615,668.3302,713.8122226744898
93,36,Urban,Gold,60,4.63,Afternoon,Economy,111,478.7697584495512,421.2677,448.6385585695271,478.7697584495512,421.2677,448.6385585695271
38,9,Suburban,Gold,57,4.26,Morning,Premium,16,104.0560727191975,108.05966,114.05283416610648,104.0560727191975,108.05966,114.05283416610648
76,26,Suburban,Silver,74,4.18,Evening,Premium,159,486.1839276370279,567.2986,507.5938421564552,486.1839276370279,567.2986,507.5938421564552
47,24,Suburban,Silver,11,3.62,Night,Premium,148,657.0936874279021,580.3453,595.2687289861706,657.0936874279021,580.3453,595.2687289861706
64,10,Urban,Silver,62,4.98,Evening,Economy,38,96.3007413779792,129.47653,115.27565221960458,96.3007413779792,129.47653,115.27565221960458
56,10,Rural,Gold,28,3.8,Afternoon,Economy,144,609.9082747031204,466.6743,461.73436831732295,609.9082747031204,466.6743,461.73436831732295
44,25,Rural,Silver,32,4.43,Night,Premium,154,502.1012063441772,567.9673,536.5119345947357,502.1012063441772,567.9673,536.5119345947357
34,6,Rural,Regular,11,3.75,Morning,Economy,179,465.719058488387,555.5353,557.0490331916898,465.719058488387,555.5353,557.0490331916898
45,18,Suburban,Silver,70,3.84,Night,Economy,122,308.43591786214927,357.8954,328.70245719183606,308.43591786214927,357.8954,328.70245719183606
31,7,Rural,Regular,22,4.88,Afternoon,Premium,172,806.0212701919081,681.1262,725.3163051174712,806.0212701919081,681.1262,725.3163051174712
95,28,Rural,Regular,34,4.48,Evening,Economy,163,576.9675719994219,609.43756,588.7401735355013,576.9675719994219,609.43756,588.7401735355013
82,59,Rural,Regular,39,3.5,Night,Premium,67,284.2944207006542,293.05295,285.4989393147592,284.2944207006542,293.05295,285.4989393147592
95,38,Urban,Silver,39,3.71,Afternoon,Premium,97,478.3662772118347,422.62354,455.0936882312729,478.3662772118347,422.62354,455.0936882312729
27,12,Suburban,Silver,1,4.93,Evening,Economy,41,119.4823999754907,151.12727,134.78047508533683,119.4823999754907,151.12727,134.78047508533683
94,23,Suburban,Regular,71,4.15,Night,Premium,154,532.5097779421501,568.3689,551.298556357735,532.5097779421501,568.3689,551.298556357735
66,15,Urban,Silver,88,4.21,Evening,Premium,65,291.9008795114952,261.39832,267.9676955096321,291.9008795114952,261.39832,267.9676955096321
40,6,Rural,Gold,37,4.75,Afternoon,Premium,148,707.8553931548287,520.67725,497.4205826216335,707.8553931548287,520.67725,497.4205826216335
56,27,Suburban,Silver,62,4.74,Evening,Premium,129,435.7154538108565,498.33624,480.9407030524594,435.7154538108565,498.33624,480.9407030524594
54,6,Suburban,Gold,48,4.26,Morning,Economy,154,504.0841142440527,528.4081,511.5869590686228,504.0841142440527,528.4081,511.5869590686228
46,15,Suburban,Silver,96,4.69,Morning,Premium,116,497.3770093020007,442.14108,432.9575909631384,497.3770093020007,442.14108,432.9575909631384
65,16,Suburban,Silver,82,3.62,Evening,Premium,146,460.8002858653508,519.95,498.0256859016213,460.8002858653508,519.95,498.0256859016213
96,48,Urban,Gold,11,4.19,Night,Economy,79,272.4960775620536,275.8142,290.92691510992324,272.4960775620536,275.8142,290.92691510992324
47,9,Suburban,Gold,88,4.06,Night,Economy,93,246.9535423209308,293.12027,262.41386735662445,246.9535423209308,293.12027,262.41386735662445
20,7,Urban,Silver,55,4.43,Night,Economy,153,482.7422075016093,541.56573,529.375528568294,482.7422075016093,541.56573,529.375528568294
94,57,Suburban,Regular,13,4.04,Afternoon,Economy,60,205.495759583372,188.30316,200.81862101905642,205.495759583372,188.30316,200.81862101905642
52,30,Suburban,Silver,25,3.67,Night,Economy,142,531.6062153403296,515.6025,531.1179669434463,531.6062153403296,515.6025,531.1179669434463
71,6,Suburban,Gold,48,4.05,Afternoon,Economy,157,550.9983736824666,542.68005,538.5574853920272,550.9983736824666,542.68005,538.5574853920272
46,8,Rural,Gold,39,3.97,Evening,Premium,123,396.9586997774456,401.74347,397.97269025320395,396.9586997774456,401.74347,397.97269025320395
53,40,Urban,Regular,13,3.79,Night,Economy,118,318.2115758092651,389.49133,366.87030508075674,318.2115758092651,389.49133,366.87030508075674
26,11,Urban,Regular,97,3.64,Morning,Economy,141,427.0550612068028,444.81158,442.6339258785868,427.0550612068028,444.81158,442.6339258785868
100,46,Suburban,Gold,74,3.74,Afternoon,Economy,171,448.31285347772814,525.7674,529.7670857620225,448.31285347772814,525.7674,529.7670857620225
74,38,Urban,Regular,95,5.0,Evening,Economy,167,455.4083398759809,528.37,521.562412475125,455.4083398759809,528.37,521.562412475125
53,5,Rural,Gold,100,4.46,Night,Premium,33,179.17081970350634,167.82732,172.98940945721225,179.17081970350634,167.82732,172.98940945721225
75,63,Urban,Gold,24,4.18,Afternoon,Economy,29,104.18588264010208,105.26598,114.11307571776568,104.18588264010208,105.26598,114.11307571776568
44,9,Suburban,Regular,54,4.2,Morning,Premium,13,91.67748868757226,95.63326,95.76647943916596,91.67748868757226,95.63326,95.76647943916596
76,60,Suburban,Regular,81,3.6,Evening,Premium,72,264.08573637935564,285.2351,275.4964772480685,264.08573637935564,285.2351,275.4964772480685
88,18,Suburban,Silver,80,4.83,Evening,Economy,109,424.65693227127065,394.1329,407.43968261780157,424.65693227127065,394.1329,407.43968261780157
54,35,Rural,Gold,95,4.98,Evening,Premium,61,218.9504185416184,245.77974,230.0510776885001,218.9504185416184,245.77974,230.0510776885001
