Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,static_price,duration_factor,loyalty_factor,past_rides_factor,location_factor,baseline_price,historical_price,baseline_revenue,historical_revenue
75,56,2,1,66,3.69,1,1,22,124.49060049402551,200,11.0,0.95,0.9339999999999999,1.2,224.66435999999996,124.49060049402551,224.66435999999996,124.49060049402551
25,6,0,1,23,3.95,2,1,55,235.27811761739352,200,27.5,0.95,0.977,1.0,211.154125,235.27811761739352,211.154125,235.27811761739352
88,16,1,0,26,4.18,2,0,32,127.33149010162909,200,16.0,1.0,0.974,1.1,231.4224,127.33149010162909,231.4224,127.33149010162909
43,26,0,2,69,4.9,1,0,107,391.0269903920518,200,53.5,0.9,0.931,1.0,212.40765000000002,391.0269903920518,212.40765000000002,391.0269903920518
39,20,0,2,97,4.25,2,0,121,319.5430197104816,200,60.5,0.9,0.903,1.0,211.70835000000002,319.5430197104816,211.70835000000002,319.5430197104816
77,63,1,0,72,4.56,2,0,113,380.2853707615285,200,56.5,1.0,0.9279999999999999,1.1,261.8352,380.2853707615285,261.8352,380.2853707615285
41,14,1,2,59,4.72,2,1,49,179.62342246641472,200,24.5,0.9,0.941,1.1,209.14195500000002,179.62342246641472,209.14195500000002,179.62342246641472
51,20,0,2,97,4.8,2,0,130,452.112640122952,200,65.0,0.9,0.903,1.0,215.3655,452.112640122952,215.3655,452.112640122952
30,10,1,0,86,4.95,1,0,149,565.6691466337952,200,74.5,1.0,0.914,1.1,275.9823,565.6691466337952,275.9823,565.6691466337952
29,8,2,0,52,4.68,0,1,121,402.1558775823215,200,60.5,1.0,0.948,1.2,296.34479999999996,402.1558775823215,296.34479999999996,402.1558775823215
21,5,0,0,8,4.44,0,1,159,689.8421599513094,200,79.5,1.0,0.992,1.0,277.264,689.8421599513094,277.264,689.8421599513094
50,15,1,1,62,4.51,3,0,83,307.6469280930268,200,41.5,0.95,0.938,1.1,236.72071499999998,307.6469280930268,236.72071499999998,307.6469280930268
61,42,0,0,11,3.72,3,0,52,186.5262770863605,200,26.0,1.0,0.989,1.0,223.514,186.5262770863605,223.514,186.5262770863605
67,5,1,2,81,4.53,2,1,14,91.06777716361007,200,7.0,0.9,0.919,1.1,188.33067000000005,91.06777716361007,188.33067000000005,91.06777716361007
73,22,1,1,26,4.99,3,0,33,143.8549860520897,200,16.5,0.95,0.974,1.1,220.36019499999998,143.8549860520897,220.36019499999998,143.8549860520897
35,18,2,0,27,3.82,2,0,158,553.837359075948,200,79.0,1.0,0.973,1.2,325.76039999999995,553.837359075948,325.76039999999995,553.837359075948
96,58,2,2,25,3.61,2,0,85,336.56848365859423,200,42.5,0.9,0.975,1.2,255.35249999999996,336.56848365859423,255.35249999999996,336.56848365859423
38,28,2,0,8,4.83,2,0,29,95.02020685904614,200,14.5,1.0,0.992,1.2,255.34079999999997,95.02020685904614,255.34079999999997,95.02020685904614
75,28,2,0,6,4.02,1,1,171,575.0117219060105,200,85.5,1.0,0.994,1.2,340.54439999999994,575.0117219060105,340.54439999999994,575.0117219060105
57,26,1,2,92,4.11,0,1,58,264.675747588135,200,29.0,0.9,0.908,1.1,205.85268000000002,264.675747588135,205.85268000000002,264.675747588135
36,10,0,0,65,3.54,3,0,53,185.61792391524813,200,26.5,1.0,0.935,1.0,211.7775,185.61792391524813,211.7775,185.61792391524813
73,27,0,0,98,3.97,1,0,57,251.1556502722435,200,28.5,1.0,0.902,1.0,206.107,251.1556502722435,206.107,251.1556502722435
68,29,0,0,51,3.99,1,0,110,299.689056274687,200,55.0,1.0,0.949,1.0,241.99499999999998,299.689056274687,241.99499999999998,299.689056274687
25,9,0,0,11,3.58,3,0,31,92.65681121424488,200,15.5,1.0,0.989,1.0,213.1295,92.65681121424488,213.1295,92.65681121424488
97,25,2,1,95,4.91,3,1,101,332.2293764400841,200,50.5,0.95,0.905,1.2,258.44085,332.2293764400841,258.44085,332.2293764400841
30,7,0,1,85,3.74,1,0,44,184.11208970364285,200,22.0,0.95,0.915,1.0,192.97349999999997,184.11208970364285,192.97349999999997,184.11208970364285
83,7,1,0,24,4.9,2,1,24,124.5817744544144,200,12.0,1.0,0.976,1.1,227.60320000000002,124.5817744544144,227.60320000000002,124.5817744544144
27,5,0,0,2,4.3,1,0,22,60.98181721983856,200,11.0,1.0,0.998,1.0,210.578,60.98181721983856,210.578,60.98181721983856
58,21,1,0,72,4.14,0,0,10,35.88598786056829,200,5.0,1.0,0.9279999999999999,1.1,209.26399999999998,35.88598786056829,209.26399999999998,35.88598786056829
32,15,2,0,67,3.76,1,1,23,132.12301879164062,200,11.5,1.0,0.933,1.2,236.79540000000003,132.12301879164062,236.79540000000003,132.12301879164062
76,8,2,0,40,4.68,0,0,157,561.5796822292014,200,78.5,1.0,0.96,1.2,320.832,561.5796822292014,320.832,561.5796822292014
21,9,1,1,38,4.54,2,0,179,546.3787898746884,200,89.5,0.95,0.962,1.1,291.03145499999994,546.3787898746884,291.03145499999994,546.3787898746884
47,37,2,0,53,4.69,3,0,41,147.4597413359118,200,20.5,1.0,0.947,1.2,250.57619999999997,147.4597413359118,250.57619999999997,147.4597413359118
33,20,1,1,97,4.13,2,1,169,668.8922140357987,200,84.5,0.95,0.903,1.1,268.4641575,668.8922140357987,268.4641575,668.8922140357987
92,66,0,2,26,3.56,1,0,19,62.06928479024478,200,9.5,0.9,0.974,1.0,183.64770000000001,62.06928479024478,183.64770000000001,62.06928479024478
24,7,0,2,34,3.51,0,1,111,477.7411361723483,200,55.5,0.9,0.966,1.0,222.13170000000002,477.7411361723483,222.13170000000002,477.7411361723483
75,9,0,0,71,4.06,3,0,150,411.0057654245888,200,75.0,1.0,0.929,1.0,255.47500000000002,411.0057654245888,255.47500000000002,411.0057654245888
89,76,2,0,35,4.8,3,1,177,650.2985711974341,200,88.5,1.0,0.965,1.2,334.08299999999997,650.2985711974341,334.08299999999997,650.2985711974341
67,20,2,1,42,4.13,1,0,68,243.22861759627588,200,34.0,0.95,0.958,1.2,255.55607999999995,243.22861759627588,255.55607999999995,243.22861759627588
61,23,1,2,51,4.73,1,1,150,680.9330686248741,200,75.0,0.9,0.949,1.1,258.36525,680.9330686248741,258.36525,680.9330686248741
80,67,0,1,80,4.74,3,0,147,432.30725774113824,200,73.5,0.95,0.92,1.0,239.039,432.30725774113824,239.039,432.30725774113824
66,15,1,0,62,4.59,3,0,161,720.729944900258,200,80.5,1.0,0.938,1.1,289.4199,720.729944900258,289.4199,720.729944900258
39,12,1,1,54,3.77,2,1,176,510.4543750320455,200,88.0,0.95,0.946,1.1,284.70815999999996,510.4543750320455,284.70815999999996,510.4543750320455
46,22,2,1,9,4.33,2,0,128,522.7974318549136,200,64.0,0.95,0.991,1.2,298.25136,522.7974318549136,298.25136,522.7974318549136
89,74,0,2,41,4.89,2,1,115,432.16279228896633,200,57.5,0.9,0.959,1.0,222.24824999999998,432.16279228896633,222.24824999999998,432.16279228896633
60,16,2,0,56,4.33,3,1,126,382.4570671338528,200,63.0,1.0,0.944,1.2,297.9264,382.4570671338528,297.9264,382.4570671338528
58,13,0,1,99,3.62,2,1,106,351.43931589566165,200,53.0,0.95,0.901,1.0,216.55535,351.43931589566165,216.55535,351.43931589566165
68,16,2,2,93,4.44,2,1,154,510.19578633034166,200,77.0,0.9,0.907,1.2,271.33812,510.19578633034166,271.33812,510.19578633034166
45,19,1,2,71,3.72,3,0,121,313.92644056486665,200,60.5,0.9,0.929,1.1,239.58445500000005,313.92644056486665,239.58445500000005,313.92644056486665
91,61,1,0,100,4.88,3,0,101,372.2298219510593,200,50.5,1.0,0.9,1.1,247.99500000000003,372.2298219510593,247.99500000000003,372.2298219510593
39,12,2,1,70,4.02,2,1,66,314.46800852423786,200,33.0,0.95,0.9299999999999999,1.2,247.02659999999997,314.46800852423786,247.02659999999997,314.46800852423786
97,9,0,0,58,4.32,1,1,142,491.5779538643877,200,71.0,1.0,0.942,1.0,255.28199999999998,491.5779538643877,255.28199999999998,491.5779538643877
42,18,1,2,39,3.94,0,0,128,527.1558943563921,200,64.0,0.9,0.961,1.1,251.16696000000002,527.1558943563921,251.16696000000002,527.1558943563921
27,15,2,0,11,3.77,1,0,111,432.849396942834,200,55.5,1.0,0.989,1.2,303.2274,432.849396942834,303.2274,432.849396942834
67,48,0,1,94,4.3,1,1,168,544.6027807887253,200,84.0,0.95,0.906,1.0,244.43880000000001,544.6027807887253,244.43880000000001,544.6027807887253
69,51,2,1,75,3.57,3,1,136,470.18271352951473,200,68.0,0.95,0.925,1.2,282.606,470.18271352951473,282.606,470.18271352951473
69,47,2,1,65,4.22,3,0,18,53.5391040086766,200,9.0,0.95,0.935,1.2,222.7731,53.5391040086766,222.7731,53.5391040086766
93,18,1,0,34,3.54,0,0,80,352.0685727015968,200,40.0,1.0,0.966,1.1,255.02400000000003,352.0685727015968,255.02400000000003,352.0685727015968
84,74,1,1,7,4.4,0,1,101,396.3698341114785,200,50.5,0.95,0.993,1.1,259.9400925,396.3698341114785,259.9400925,396.3698341114785
96,48,2,0,41,4.39,2,0,130,367.7829980600229,200,65.0,1.0,0.959,1.2,304.962,367.7829980600229,304.962,367.7829980600229
30,13,1,0,72,4.18,3,1,113,352.9356730761453,200,56.5,1.0,0.9279999999999999,1.1,261.8352,352.9356730761453,261.8352,352.9356730761453
60,48,1,1,15,4.06,2,0,78,339.1055825696459,200,39.0,0.95,0.985,1.1,246.00867499999998,339.1055825696459,246.00867499999998,339.1055825696459
72,39,2,1,39,3.77,3,1,115,347.8959667426787,200,57.5,0.95,0.961,1.2,282.10155,347.8959667426787,282.10155,347.8959667426787
31,13,1,1,82,4.63,2,0,108,469.2509135918648,200,54.0,0.95,0.918,1.1,243.66474,469.2509135918648,243.66474,469.2509135918648
71,13,0,2,60,4.3,3,1,62,213.8430201203033,200,31.0,0.9,0.94,1.0,195.426,213.8430201203033,195.426,213.8430201203033
91,61,0,2,86,4.44,2,1,129,567.5392184514062,200,64.5,0.9,0.914,1.0,217.57770000000002,567.5392184514062,217.57770000000002,567.5392184514062
91,60,0,0,2,3.53,1,1,107,492.179013222281,200,53.5,1.0,0.998,1.0,252.993,492.179013222281,252.993,492.179013222281
32,6,2,2,13,4.75,0,0,53,173.88747446193491,200,26.5,0.9,0.987,1.2,241.43993999999998,173.88747446193491,241.43993999999998,173.88747446193491
23,10,1,0,47,4.84,1,0,125,418.10682439062094,200,62.5,1.0,0.953,1.1,275.17875000000004,418.10682439062094,275.17875000000004,418.10682439062094
61,47,1,2,100,4.58,3,1,157,658.3040013013618,200,78.5,0.9,0.9,1.1,248.14350000000002,658.3040013013618,248.14350000000002,658.3040013013618
57,40,2,1,78,3.62,0,0,171,764.5953413909641,200,85.5,0.95,0.922,1.2,300.08333999999996,764.5953413909641,300.08333999999996,764.5953413909641
89,70,1,0,86,4.51,0,0,90,384.2092919756728,200,45.0,1.0,0.914,1.1,246.32300000000004,384.2092919756728,246.32300000000004,384.2092919756728
64,45,0,0,22,3.96,3,1,118,404.6018875393623,200,59.0,1.0,0.978,1.0,253.302,404.6018875393623,253.302,404.6018875393623
91,29,2,1,82,3.73,0,1,90,446.81702579708536,200,45.0,0.95,0.918,1.2,256.3974,446.81702579708536,256.3974,446.81702579708536
91,53,1,0,67,4.56,3,0,50,158.1067231747087,200,25.0,1.0,0.933,1.1,230.91750000000002,158.1067231747087,230.91750000000002,158.1067231747087
69,37,1,1,47,4.39,1,1,60,284.2362895344896,200,30.0,0.95,0.953,1.1,229.05355,284.2362895344896,229.05355,284.2362895344896
71,61,1,1,79,3.85,0,0,147,591.2989763287625,200,73.5,0.95,0.921,1.1,263.22870750000004,591.2989763287625,263.22870750000004,591.2989763287625
38,7,0,2,28,3.85,1,0,12,36.00027803358747,200,6.0,0.9,0.972,1.0,180.2088,36.00027803358747,180.2088,36.00027803358747
100,32,1,1,67,3.94,1,1,162,581.1370845965885,200,81.0,0.95,0.933,1.1,273.97078500000003,581.1370845965885,273.97078500000003,581.1370845965885
65,51,1,0,97,4.81,3,1,144,588.1367698544636,200,72.0,1.0,0.903,1.1,270.17760000000004,588.1367698544636,270.17760000000004,588.1367698544636
73,38,2,1,91,4.23,1,1,86,400.2673330229722,200,43.0,0.95,0.909,1.2,251.81117999999998,400.2673330229722,251.81117999999998,400.2673330229722
56,25,1,1,87,3.73,1,1,172,575.4102708388258,200,86.0,0.95,0.913,1.1,272.86831,575.4102708388258,272.86831,575.4102708388258
75,55,0,2,80,4.7,2,0,69,190.9788526811355,200,34.5,0.9,0.92,1.0,194.16600000000003,190.9788526811355,194.16600000000003,190.9788526811355
97,21,2,1,43,3.79,0,1,106,398.1593839328215,200,53.0,0.95,0.957,1.2,276.01794,398.1593839328215,276.01794,398.1593839328215
94,71,0,1,48,4.73,3,1,169,770.8733244527833,200,84.5,0.95,0.952,1.0,257.30179999999996,770.8733244527833,257.30179999999996,770.8733244527833
53,22,2,2,28,4.99,0,1,64,211.0820229741896,200,32.0,0.9,0.972,1.2,243.54431999999997,211.0820229741896,243.54431999999997,211.0820229741896
81,8,0,2,78,4.8,0,1,141,618.4288567281086,200,70.5,0.9,0.922,1.0,224.46090000000004,618.4288567281086,224.46090000000004,618.4288567281086
47,34,0,2,87,3.53,2,1,170,739.2271199769044,200,85.0,0.9,0.913,1.0,234.1845,739.2271199769044,234.1845,739.2271199769044
80,48,1,1,13,4.44,3,0,35,128.7410738814351,200,17.5,0.95,0.987,1.1,224.3327625,128.7410738814351,224.3327625,128.7410738814351
75,55,0,0,54,4.73,3,1,145,584.4917299915722,200,72.5,1.0,0.946,1.0,257.78499999999997,584.4917299915722,257.78499999999997,584.4917299915722
89,12,2,2,42,4.73,0,0,102,328.31398217312767,200,51.0,0.9,0.958,1.2,259.69464,328.31398217312767,259.69464,328.31398217312767
30,13,0,0,8,4.1,0,0,94,274.6803754439265,200,47.0,1.0,0.992,1.0,245.024,274.6803754439265,245.024,274.6803754439265
64,5,0,0,91,4.34,1,1,21,108.2430435427408,200,10.5,1.0,0.909,1.0,191.3445,108.2430435427408,191.3445,108.2430435427408
55,29,1,0,92,4.85,2,0,44,181.78093960037765,200,22.0,1.0,0.908,1.1,221.73360000000002,181.78093960037765,221.73360000000002,181.78093960037765
94,76,1,0,26,4.7,2,1,94,405.317954516569,200,47.0,1.0,0.974,1.1,264.6358,405.317954516569,264.6358,405.317954516569
53,28,2,0,6,3.67,1,0,178,775.7916851510323,200,89.0,1.0,0.994,1.2,344.7192,775.7916851510323,344.7192,775.7916851510323
29,7,1,1,68,3.98,2,0,114,289.1296809487768,200,57.0,0.95,0.9319999999999999,1.1,250.30257999999998,289.1296809487768,250.30257999999998,289.1296809487768
29,17,2,2,76,3.61,2,0,166,674.132847635612,200,83.0,0.9,0.924,1.2,282.41136000000006,674.132847635612,282.41136000000006,674.132847635612
75,42,1,2,38,4.25,0,0,146,479.11995337350106,200,73.0,0.9,0.962,1.1,259.99974000000003,479.11995337350106,259.99974000000003,479.11995337350106
74,53,1,1,60,3.93,3,0,162,676.4404324115253,200,81.0,0.95,0.94,1.1,276.0263,676.4404324115253,276.0263,676.4404324115253
89,75,2,2,10,4.91,1,0,16,54.44953818628992,200,8.0,0.9,0.99,1.2,222.3936,54.44953818628992,222.3936,54.44953818628992
29,13,1,0,44,4.29,1,1,87,267.7404170012178,200,43.5,1.0,0.956,1.1,256.06460000000004,267.7404170012178,256.06460000000004,267.7404170012178
40,20,0,2,45,4.42,1,1,130,445.4842486108808,200,65.0,0.9,0.955,1.0,227.76749999999998,445.4842486108808,227.76749999999998,445.4842486108808
79,11,2,1,1,4.35,3,1,45,210.25675967194184,200,22.5,0.95,0.999,1.2,253.39634999999998,210.25675967194184,253.39634999999998,210.25675967194184
95,76,2,1,74,4.39,3,0,118,464.9915827255092,200,59.0,0.95,0.926,1.2,273.41076,464.9915827255092,273.41076,464.9915827255092
79,13,0,0,67,4.05,1,1,151,514.9363491532515,200,75.5,1.0,0.933,1.0,257.04150000000004,514.9363491532515,257.04150000000004,514.9363491532515
38,22,1,1,18,4.17,3,1,121,450.5387531372676,200,60.5,0.95,0.982,1.1,267.322495,450.5387531372676,267.322495,450.5387531372676
83,41,1,2,48,3.64,1,0,176,741.3443926126964,200,88.0,0.9,0.952,1.1,271.43424,741.3443926126964,271.43424,741.3443926126964
59,24,1,1,40,4.0,0,1,147,631.6312970255759,200,73.5,0.95,0.96,1.1,274.3752,631.6312970255759,274.3752,631.6312970255759
51,11,1,1,72,3.62,0,0,16,71.21364105240121,200,8.0,0.95,0.9279999999999999,1.1,201.71008,71.21364105240121,201.71008,71.21364105240121
64,46,0,2,51,5.0,1,1,29,144.60138253530263,200,14.5,0.9,0.949,1.0,183.20445,144.60138253530263,183.20445,144.60138253530263
30,6,0,1,93,3.81,1,0,129,505.92196882791006,200,64.5,0.95,0.907,1.0,227.90642499999998,505.92196882791006,227.90642499999998,505.92196882791006
60,15,1,1,95,4.84,0,0,180,726.3339146351499,200,90.0,0.95,0.905,1.1,274.26025000000004,726.3339146351499,274.26025000000004,726.3339146351499
75,51,0,1,17,4.83,0,1,79,283.4132787585248,200,39.5,0.95,0.983,1.0,223.65707499999996,283.4132787585248,223.65707499999996,283.4132787585248
25,15,1,1,88,4.68,0,1,31,148.18648820169864,200,15.5,0.95,0.912,1.1,205.38012000000003,148.18648820169864,205.38012000000003,148.18648820169864
46,31,1,0,67,3.53,2,0,61,158.59209307103367,200,30.5,1.0,0.933,1.1,236.56215000000003,158.59209307103367,236.56215000000003,158.59209307103367
48,11,2,1,86,3.55,3,0,15,57.89462608061131,200,7.5,0.95,0.914,1.2,216.2067,57.89462608061131,216.2067,57.89462608061131
51,6,0,0,64,4.57,2,0,34,142.5577269374603,200,17.0,1.0,0.9359999999999999,1.0,203.112,142.5577269374603,203.112,142.5577269374603
68,23,1,0,96,4.77,2,0,105,359.128113102171,200,52.5,1.0,0.904,1.1,251.08600000000004,359.128113102171,251.08600000000004,359.128113102171
89,8,1,2,18,3.83,2,0,121,407.5520587692045,200,60.5,0.9,0.982,1.1,253.25289000000004,407.5520587692045,253.25289000000004,407.5520587692045
84,55,1,1,1,4.47,0,0,146,487.3991192361553,200,73.0,0.95,0.999,1.1,284.999715,487.3991192361553,284.999715,487.3991192361553
50,8,0,1,25,3.8,1,1,13,89.61312852216915,200,6.5,0.95,0.975,1.0,191.27062499999997,89.61312852216915,191.27062499999997,89.61312852216915
99,40,2,0,26,4.83,1,1,151,510.6580782397596,200,75.5,1.0,0.974,1.2,322.0044,510.6580782397596,322.0044,510.6580782397596
21,9,2,0,91,4.82,2,0,47,171.6271185714875,200,23.5,1.0,0.909,1.2,243.7938,171.6271185714875,243.7938,171.6271185714875
53,19,1,2,54,3.84,1,0,132,520.5653406452625,200,66.0,0.9,0.946,1.1,249.11964,520.5653406452625,249.11964,520.5653406452625
60,16,2,0,68,4.23,3,0,108,458.096326804516,200,54.0,1.0,0.9319999999999999,1.2,284.07359999999994,458.096326804516,284.07359999999994,458.096326804516
32,22,1,2,9,4.68,3,1,135,530.1491563778454,200,67.5,0.9,0.991,1.1,262.441575,530.1491563778454,262.441575,530.1491563778454
51,25,0,1,21,4.43,1,1,38,200.2582591219043,200,19.0,0.95,0.979,1.0,203.68094999999997,200.2582591219043,203.68094999999997,200.2582591219043
22,5,2,1,75,4.39,3,1,19,128.0167601925525,200,9.5,0.95,0.925,1.2,220.91774999999998,128.0167601925525,220.91774999999998,128.0167601925525
21,7,0,1,6,4.96,0,1,180,836.1164185613576,200,90.0,0.95,0.994,1.0,273.847,836.1164185613576,273.847,836.1164185613576
55,21,0,2,49,4.59,2,0,111,471.0890518884983,200,55.5,0.9,0.951,1.0,218.68245000000002,471.0890518884983,218.68245000000002,471.0890518884983
42,31,0,0,32,4.75,3,0,12,50.6401755820817,200,6.0,1.0,0.968,1.0,199.408,50.6401755820817,199.408,50.6401755820817
86,26,0,2,31,3.69,0,0,85,263.1611767019543,200,42.5,0.9,0.969,1.0,211.48425,263.1611767019543,211.48425,263.1611767019543
48,18,0,2,60,4.47,0,1,124,524.1655595085831,200,62.0,0.9,0.94,1.0,221.652,524.1655595085831,221.652,524.1655595085831
82,65,2,0,43,4.8,3,1,112,330.2265438250878,200,56.0,1.0,0.957,1.2,293.99039999999997,330.2265438250878,293.99039999999997,330.2265438250878
63,48,0,1,88,4.09,2,0,70,212.7407519371268,200,35.0,0.95,0.912,1.0,203.604,212.7407519371268,203.604,212.7407519371268
44,24,2,1,83,3.61,3,0,13,48.92895253547415,200,6.5,0.95,0.917,1.2,215.87096999999997,48.92895253547415,215.87096999999997,48.92895253547415
39,18,1,0,78,4.21,0,0,165,734.3951190125542,200,82.5,1.0,0.922,1.1,286.51150000000007,734.3951190125542,286.51150000000007,734.3951190125542
23,7,0,0,98,4.35,2,0,76,281.33950234360725,200,38.0,1.0,0.902,1.0,214.67600000000002,281.33950234360725,214.67600000000002,281.33950234360725
31,7,0,2,27,4.73,2,1,141,476.28985780068655,200,70.5,0.9,0.973,1.0,236.87685000000002,476.28985780068655,236.87685000000002,476.28985780068655
44,7,0,1,55,3.66,3,1,103,490.3421583214189,200,51.5,0.95,0.945,1.0,225.78412499999996,490.3421583214189,225.78412499999996,490.3421583214189
23,5,2,0,92,3.71,3,0,105,363.4447759027239,200,52.5,1.0,0.908,1.2,275.124,363.4447759027239,275.124,363.4447759027239
63,46,2,2,36,4.59,2,0,18,49.83993575677632,200,9.0,0.9,0.964,1.2,217.59408,49.83993575677632,217.59408,49.83993575677632
25,15,2,0,15,4.18,2,1,176,516.8295590439432,200,88.0,1.0,0.985,1.2,340.416,516.8295590439432,340.416,516.8295590439432
27,11,0,1,1,4.34,3,0,99,262.6864663772181,200,49.5,0.95,0.999,1.0,236.787975,262.6864663772181,236.787975,262.6864663772181
57,28,2,0,27,4.58,0,0,107,423.5098573724167,200,53.5,1.0,0.973,1.2,295.98659999999995,423.5098573724167,295.98659999999995,423.5098573724167
83,26,1,0,77,3.62,3,1,74,373.975635759196,200,37.0,1.0,0.923,1.1,240.62610000000004,373.975635759196,240.62610000000004,373.975635759196
80,5,1,1,53,3.67,1,1,48,184.24294467848267,200,24.0,0.95,0.947,1.1,221.67376,184.24294467848267,221.67376,184.24294467848267
50,40,0,2,61,4.7,1,1,73,319.11098294212263,200,36.5,0.9,0.9390000000000001,1.0,199.86615,319.11098294212263,199.86615,319.11098294212263
84,8,0,0,21,4.63,3,0,172,549.2008068168793,200,86.0,1.0,0.979,1.0,279.99399999999997,549.2008068168793,279.99399999999997,549.2008068168793
90,54,0,1,1,3.59,0,1,87,427.8571629452071,200,43.5,0.95,0.999,1.0,231.093675,427.8571629452071,231.093675,427.8571629452071
28,9,2,2,68,4.82,1,1,43,164.316390505398,200,21.5,0.9,0.9319999999999999,1.2,222.95304,164.316390505398,222.95304,164.316390505398
97,64,0,2,62,3.52,2,1,152,638.1340201838489,200,76.0,0.9,0.938,1.0,232.9992,638.1340201838489,232.9992,638.1340201838489
99,22,1,2,7,4.4,2,0,39,131.44358716419623,200,19.5,0.9,0.993,1.1,215.78386500000005,131.44358716419623,215.78386500000005,131.44358716419623
96,53,0,1,58,4.28,0,0,21,55.6373707994896,200,10.5,0.95,0.942,1.0,188.37644999999998,55.6373707994896,188.37644999999998,55.6373707994896
88,69,0,0,89,3.6,1,1,107,467.92749485577286,200,53.5,1.0,0.911,1.0,230.9385,467.92749485577286,230.9385,467.92749485577286
53,17,0,2,78,4.03,0,1,26,120.24719290813758,200,13.0,0.9,0.922,1.0,176.74740000000003,120.24719290813758,176.74740000000003,120.24719290813758
28,14,0,2,77,3.58,0,0,98,374.65518279544045,200,49.0,0.9,0.923,1.0,206.8443,374.65518279544045,206.8443,374.65518279544045
59,21,0,1,97,3.6,0,1,67,269.44414015954374,200,33.5,0.95,0.903,1.0,200.307975,269.44414015954374,200.307975,269.44414015954374
50,27,1,0,100,4.22,2,1,173,685.6696935694298,200,86.5,1.0,0.9,1.1,283.63500000000005,685.6696935694298,283.63500000000005,685.6696935694298
89,8,2,0,40,3.59,2,1,151,528.0024896243917,200,75.5,1.0,0.96,1.2,317.37600000000003,528.0024896243917,317.37600000000003,528.0024896243917
83,34,2,2,96,4.71,1,1,176,812.0729938599545,200,88.0,0.9,0.904,1.2,281.18016,812.0729938599545,281.18016,812.0729938599545
73,14,2,0,28,4.31,1,0,29,118.97305838669006,200,14.5,1.0,0.972,1.2,250.19279999999998,118.97305838669006,250.19279999999998,118.97305838669006
76,35,1,1,8,4.89,0,1,138,406.5899107855241,200,69.0,0.95,0.992,1.1,278.85616,406.5899107855241,278.85616,406.5899107855241
56,35,0,2,33,3.97,2,0,47,134.77582951421903,200,23.5,0.9,0.967,1.0,194.51205,134.77582951421903,194.51205,134.77582951421903
40,20,0,1,11,4.4,0,0,83,343.79851998722387,200,41.5,0.95,0.989,1.0,226.90132499999999,343.79851998722387,226.90132499999999,343.79851998722387
27,6,2,2,92,3.73,3,1,125,460.2837624776103,200,62.5,0.9,0.908,1.2,257.418,460.2837624776103,257.418,460.2837624776103
32,7,2,1,79,4.05,2,0,83,306.390461217286,200,41.5,0.95,0.921,1.2,253.56050999999997,306.390461217286,253.56050999999997,306.390461217286
48,24,2,2,35,4.2,3,1,51,251.4211394087152,200,25.5,0.9,0.965,1.2,235.0161,251.4211394087152,235.0161,251.4211394087152
71,41,2,0,31,3.81,0,1,140,614.63671317069,200,70.0,1.0,0.969,1.2,313.95599999999996,614.63671317069,313.95599999999996,614.63671317069
53,6,0,2,74,4.12,3,0,76,231.1651667910225,200,38.0,0.9,0.926,1.0,198.34920000000002,231.1651667910225,198.34920000000002,231.1651667910225
87,44,0,2,61,3.87,1,1,16,117.76366453355408,200,8.0,0.9,0.9390000000000001,1.0,175.78080000000003,117.76366453355408,175.78080000000003,117.76366453355408
36,16,2,1,82,4.62,0,1,72,253.4912438007839,200,36.0,0.95,0.918,1.2,246.97871999999998,253.4912438007839,246.97871999999998,253.4912438007839
39,20,0,0,71,4.11,2,0,111,404.5983991889042,200,55.5,1.0,0.929,1.0,237.35950000000003,404.5983991889042,237.35950000000003,404.5983991889042
31,18,2,1,46,4.86,3,0,128,360.8585507409454,200,64.0,0.95,0.954,1.2,287.11584,360.8585507409454,287.11584,360.8585507409454
94,67,1,2,34,4.64,3,1,64,231.3263184773236,200,32.0,0.9,0.966,1.1,221.87088000000003,231.3263184773236,221.87088000000003,231.3263184773236
83,18,2,0,12,4.98,2,0,81,286.409294385432,200,40.5,1.0,0.988,1.2,285.1368,286.409294385432,285.1368,286.409294385432
34,9,2,2,65,4.69,0,1,107,508.7118174567975,200,53.5,0.9,0.935,1.2,255.98430000000002,508.7118174567975,255.98430000000002,508.7118174567975
32,6,0,0,75,4.47,2,1,154,721.7212691270341,200,77.0,1.0,0.925,1.0,256.225,721.7212691270341,256.225,721.7212691270341
22,7,2,0,15,3.53,1,1,180,552.2693747461685,200,90.0,1.0,0.985,1.2,342.78,552.2693747461685,342.78,552.2693747461685
49,20,0,2,52,4.74,0,1,162,510.62689141008207,200,81.0,0.9,0.948,1.0,239.7492,510.62689141008207,239.7492,510.62689141008207
61,38,2,2,95,3.5,3,0,164,415.9794524398186,200,82.0,0.9,0.905,1.2,275.6268,415.9794524398186,275.6268,415.9794524398186
21,9,2,0,48,4.4,0,1,152,660.0597080304599,200,76.0,1.0,0.952,1.2,315.3024,660.0597080304599,315.3024,660.0597080304599
40,18,2,2,16,4.59,0,1,157,644.0445755475266,200,78.5,0.9,0.984,1.2,295.96752,644.0445755475266,295.96752,644.0445755475266
