Number_of_Riders,Number_of_Drivers,Location_Category,Time_of_Booking,Vehicle_Type,Static_Price,ML_Predicted_Price_Improved,Revenue_Lift_Improved,Revenue_Lift_Pct_Improved
84,64,Urban,Evening,Premium,353.8098038704909,381.4641387064744,27.65433483598349,7.816158436951095
40,10,Urban,Night,Premium,293.19813425701705,302.142674896475,8.944540639457955,3.0506812951330664
93,20,Urban,Afternoon,Premium,447.083068843808,515.6100919090212,68.5270230652132,15.32758179423557
57,44,Urban,Evening,Economy,584.888884974888,583.3732938638273,-1.5155911110607576,-0.2591246217862097
67,16,Suburban,Evening,Premium,488.1872511532145,557.174554764957,68.98730361174245,14.131320195023122
68,16,Urban,Night,Economy,246.7577555097292,284.5873429431085,37.82958743337932,15.330657938282213
38,22,Urban,Morning,Premium,312.1731588463509,382.36447701274864,70.19131816639776,22.48473841434438
49,28,Urban,Evening,Premium,576.281119337865,620.8288321393056,44.54771280144064,7.730205156230875
98,59,Urban,Morning,Economy,381.391205400882,358.4858311657535,-22.905374235128477,-6.005742636632782
47,9,Suburban,Morning,Economy,543.7702542024564,474.5342898028984,-69.23596439955799,-12.732576646934438
27,11,Urban,Evening,Premium,472.5224037960476,473.4719407887116,0.9495369926639796,0.20095068192233764
59,29,Urban,Night,Premium,286.05897011629656,338.0105114552114,51.95154133891481,18.161129964843976
56,20,Urban,Evening,Economy,88.95619552388446,107.72804044287733,18.77184491899287,21.102346844355193
50,39,Urban,Morning,Premium,646.9811778631195,542.562558161552,-104.41861970156742,-16.139359733222264
93,37,Urban,Night,Economy,292.9246564000302,276.783046984581,-16.14160941544918,-5.510498711110724
46,22,Rural,Morning,Economy,395.769846813748,361.60493819468763,-34.164908619060384,-8.632519352880013
56,19,Suburban,Evening,Premium,279.6798100890559,326.04292657914965,46.36311649009377,16.577212518605037
37,16,Suburban,Evening,Economy,192.50297743378897,191.4455088907006,-1.057468543088362,-0.549325811571967
85,58,Urban,Night,Premium,351.77029329216225,359.85981775882397,8.089524466661715,2.299661063176524
27,7,Urban,Morning,Premium,555.4019371049674,420.64156372153815,-134.76037338342923,-24.26357640844173
44,16,Rural,Night,Premium,395.3781570382596,402.7094827131394,7.331325674879793,1.8542566260609996
75,51,Suburban,Afternoon,Premium,261.5103067801241,290.6662962999653,29.155989519841228,11.149078550221489
21,11,Urban,Morning,Economy,397.5648404411393,364.87772080273453,-32.687119638404795,-8.221833601315211
42,29,Suburban,Morning,Premium,735.2764383329761,645.6278465696456,-89.6485917633305,-12.19250163470251
25,15,Suburban,Night,Premium,289.4570095389695,377.82725937412863,88.37024983515914,30.529663101235727
67,46,Suburban,Morning,Economy,97.6750013649232,129.60379181661645,31.928790451693246,32.68880471514324
29,6,Suburban,Afternoon,Economy,197.46392160702555,197.05910389253881,-0.40481771448673953,-0.20500844467799556
100,70,Urban,Night,Premium,762.8822843495781,639.9150143507262,-122.96726999885186,-16.118773829397796
37,10,Suburban,Afternoon,Economy,512.44939271165,454.973677296111,-57.475715415539014,-11.215881262226416
31,14,Urban,Night,Premium,484.4661863877365,417.77146168649136,-66.69472470124515,-13.766641836973706
49,12,Suburban,Afternoon,Premium,353.01840875622844,333.6827054124493,-19.33570334377913,-5.477250722392528
42,19,Rural,Evening,Premium,539.7316715337728,516.7545085937315,-22.97716294004124,-4.257145569157782
61,5,Rural,Morning,Economy,114.16365482248573,116.47981486641285,2.316160043927127,2.02880684533843
24,7,Suburban,Night,Economy,521.4080460440558,582.9893731936538,61.581327149597996,11.810582444367332
20,10,Rural,Evening,Premium,450.3878805106937,449.7277965116815,-0.6600839990122154,-0.14655900559840726
22,9,Urban,Evening,Premium,82.69156896202661,113.47954683402678,30.78797787200017,37.23230585470997
98,87,Suburban,Afternoon,Economy,34.57409278115731,69.01650810405907,34.44241532290176,99.61914414041453
30,14,Urban,Afternoon,Economy,535.1718879088473,540.7950226244684,5.623134715621063,1.0507156378473337
32,13,Urban,Evening,Premium,333.4011668412356,397.2824164931663,63.881249651930716,19.160475728733946
22,12,Urban,Night,Premium,179.8388198801664,204.8770063292843,25.038186449117916,13.922570480501282
62,8,Urban,Night,Premium,241.9912178461052,264.08361452760874,22.092396681503544,9.129420843508978
51,27,Urban,Night,Economy,369.3803924019288,329.9109281321016,-39.4694642698272,-10.685316568422461
85,74,Suburban,Evening,Premium,704.3001292247022,650.252502166075,-54.0476270586272,-7.673948195653911
28,9,Urban,Night,Premium,466.9720738288303,421.95390309842713,-45.01817073040314,-9.640441742326686
93,70,Suburban,Evening,Economy,41.12164471941277,67.49908126892795,26.37743654951518,64.1448967557051
36,9,Suburban,Night,Premium,404.02979977887577,430.33835641661835,26.308556637742583,6.511538666737248
80,22,Rural,Morning,Economy,423.75441798529033,456.0047785286422,32.25036054335186,7.61062520520349
60,24,Rural,Morning,Premium,165.72466245477892,203.40158288232047,37.676920427541546,22.734649067589682
97,45,Urban,Morning,Premium,578.8213877560842,575.8554517156228,-2.9659360404613153,-0.5124095451896403
53,14,Suburban,Afternoon,Premium,707.4493979183783,601.7996276649544,-105.64977025342387,-14.93389782566656
79,22,Rural,Evening,Premium,542.8095730212775,516.1200704802259,-26.689502541051638,-4.916918173070879
44,24,Urban,Afternoon,Premium,513.9900766589533,491.31346565525143,-22.67661100370185,-4.4118772002573925
34,12,Suburban,Night,Premium,298.3556200090825,244.95811175603384,-53.39750825304864,-17.897269121802744
55,12,Urban,Morning,Premium,183.2701656673754,209.81533853750778,26.545172870132376,14.484175737752267
49,29,Suburban,Evening,Premium,468.3069201504469,633.997347278869,165.69042712842213,35.38073430031589
72,54,Rural,Afternoon,Economy,220.4983368386397,246.9178476646076,26.419510825967905,11.981727937159752
72,27,Urban,Morning,Premium,265.94661511348426,312.83674146869674,46.89012635521249,17.63140558687074
99,6,Suburban,Afternoon,Economy,311.4894374116108,361.4436360297413,49.95419861813048,16.03720467481522
21,10,Rural,Morning,Economy,647.8477765247827,572.2871676913832,-75.56060883339956,-11.663327647541763
50,25,Urban,Afternoon,Economy,383.9141419544756,395.4556466204348,11.541504665959167,3.006272341832032
61,35,Rural,Morning,Premium,557.916185756397,416.1596213133734,-141.7565644430236,-25.408218664750976
24,5,Rural,Night,Premium,228.7960083986281,293.28470294137514,64.48869454274706,28.186109973732282
31,17,Rural,Evening,Premium,237.76862211931405,243.5527755213309,5.784153402016841,2.432681550013067
35,20,Suburban,Afternoon,Economy,297.0874038526085,352.2697267240348,55.18232287142632,18.574440435988148
74,30,Urban,Evening,Economy,794.3231511066332,581.4042068886039,-212.9189442180293,-26.805078502545896
94,61,Urban,Evening,Premium,563.8497971641384,537.928797768654,-25.920999395484387,-4.5971461772005755
44,11,Rural,Afternoon,Premium,339.2870734791633,387.2353412164691,47.9482677373058,14.132064403641492
84,37,Urban,Evening,Premium,248.9476553705649,319.25459197327916,70.30693660271427,28.241654454652572
27,12,Suburban,Morning,Premium,279.2686999169939,251.2469268880105,-28.021773028983404,-10.033982697420878
59,36,Suburban,Evening,Premium,145.04223833476908,155.85002499094995,10.807786656180866,7.451475363497654
82,20,Urban,Night,Premium,241.8259564507362,211.28292698541105,-30.543029465325134,-12.630170025419599
24,10,Urban,Morning,Premium,430.60985477056624,411.45309665727575,-19.156758113290493,-4.448750510714026
84,67,Suburban,Night,Economy,219.99370680056552,278.26880214850627,58.27509534794075,26.489437445940133
52,9,Suburban,Morning,Economy,366.7282586383836,334.71272501927166,-32.01553361911192,-8.730042712820008
38,12,Rural,Evening,Economy,356.8814026432877,403.40632626850584,46.52492362521815,13.036522295817424
26,12,Urban,Afternoon,Economy,441.4714772887345,448.0553132930771,6.583836004342629,1.4913389297031798
61,39,Suburban,Morning,Premium,230.1431447581205,222.68581604583503,-7.457328712285488,-3.240300170627767
87,41,Rural,Afternoon,Premium,158.89198003545,188.0447153946823,29.15273535923231,18.347518454190144
98,46,Suburban,Evening,Economy,766.9193242115463,598.3030684973661,-168.61625571418017,-21.986179040087563
24,13,Urban,Morning,Economy,466.7229822330101,511.2654995417092,44.542517308699075,9.54367344320348
44,8,Urban,Night,Economy,233.50662384935427,279.4690250397606,45.962401190406325,19.68355348243087
71,59,Urban,Evening,Economy,104.1037337805616,125.23064680773938,21.12691302717778,20.294097300785406
91,59,Urban,Night,Economy,38.33576819209958,68.0835936104055,29.747825418305922,77.59809395038157
32,14,Urban,Night,Economy,761.0167600703148,624.9161249670939,-136.10063510322095,-17.884052263270235
79,24,Urban,Evening,Economy,284.8625062809567,325.64535517458626,40.782848893629534,14.316678395508415
73,27,Urban,Morning,Premium,216.06019585156733,227.96066856130543,11.900472709738096,5.50794312799461
32,16,Rural,Morning,Economy,39.37370119886104,72.26059420999987,32.886893011138824,83.52502307324397
22,10,Rural,Morning,Premium,471.7821019342959,462.25550248946183,-9.526599444834062,-2.0192795372641776
35,19,Urban,Afternoon,Economy,508.6730024657942,542.1921647688594,33.51916230306517,6.5895304332215225
24,10,Suburban,Night,Economy,95.11851081754354,110.23944922947956,15.120938411936024,15.896946116977198
67,31,Rural,Night,Economy,735.1444900755255,628.4653152468034,-106.67917482872213,-14.511320736113028
100,73,Urban,Night,Premium,456.60307303079816,404.67266723302896,-51.9304057977692,-11.373205496202706
66,16,Urban,Morning,Economy,122.24187517858556,140.45335253519445,18.211477356608896,14.89790411837465
96,36,Urban,Evening,Premium,599.8171406236374,547.2585594645312,-52.55858115910621,-8.762434015216769
60,8,Urban,Morning,Premium,438.5186068324803,469.539041322761,31.020434490280707,7.073915224338681
92,31,Rural,Night,Premium,516.1330392078827,573.0918758403668,56.95883663248412,11.035688922356089
92,49,Urban,Evening,Premium,397.4831040703401,351.06576464050363,-46.41733942983649,-11.677814466705557
56,37,Urban,Afternoon,Premium,317.8400260939533,295.923743219031,-21.91628287492233,-6.895381662359886
88,71,Rural,Afternoon,Premium,330.78364034759613,407.22116398939437,76.43752364179824,23.108012101649187
87,47,Rural,Morning,Premium,743.3166378180009,648.9352149824327,-94.38142283556817,-12.697337585853582
85,6,Suburban,Afternoon,Economy,274.1712773124912,275.0010540891677,0.8297767766765105,0.3026490538360657
98,54,Rural,Evening,Premium,462.4075929220183,405.8556684978401,-56.551924424178196,-12.22988663893226
28,14,Rural,Afternoon,Economy,533.0802632142761,541.3059030285432,8.225639814267083,1.5430396474762595
36,9,Suburban,Night,Premium,143.2178421949143,174.4563911051512,31.238548910236887,21.811911443074493
20,8,Suburban,Night,Premium,574.9456425421428,592.5804766067689,17.634834064626148,3.067217621939545
94,36,Rural,Morning,Economy,215.741761640662,263.03599379628906,47.29423215562707,21.921686277133503
94,82,Suburban,Morning,Premium,129.7685299495176,130.17943351933104,0.4109035698134278,0.3166434650783799
70,7,Urban,Afternoon,Economy,321.0007657787772,382.15636160625974,61.15559582748256,19.051542035768513
90,71,Suburban,Morning,Premium,172.59277503910292,165.20678434425614,-7.385990694846782,-4.279432144928083
42,10,Urban,Night,Premium,455.20978516158993,403.3446203869314,-51.865164774658524,-11.393684069477434
44,18,Suburban,Night,Premium,199.8397440906976,234.00336132608834,34.163617235390745,17.095506897709765
60,16,Suburban,Evening,Economy,281.0970650985199,330.2887032709823,49.191638172462376,17.499876121161744
26,5,Rural,Afternoon,Premium,413.54800185803066,453.3761376744076,39.828135816376914,9.630837445092952
79,13,Rural,Afternoon,Economy,134.09432585149492,143.8983990369943,9.80407318549939,7.311325906777802
26,8,Rural,Night,Premium,378.50396161301137,351.1434554886734,-27.360506124337974,-7.228591745180148
62,7,Urban,Morning,Premium,162.05358553352147,159.70291233153287,-2.3506732019885987,-1.4505530342013642
42,16,Rural,Morning,Economy,513.1161277813304,544.0376190966083,30.921491315277876,6.026216998670402
57,16,Urban,Afternoon,Economy,308.6385554813678,332.87037640087436,24.23182091950656,7.8511969710697445
33,13,Rural,Morning,Economy,239.08854651007988,243.20677789000263,4.118231379922747,1.7224712099494586
22,10,Rural,Morning,Economy,562.1650160715976,626.0824263423333,63.91741027073567,11.369866221379226
67,44,Urban,Morning,Economy,467.0198948894929,490.6516106343098,23.631715744816916,5.0601090025102025
62,15,Suburban,Night,Economy,327.43334173812747,293.5444364338217,-33.88890530430575,-10.349863921741116
95,49,Rural,Night,Premium,332.0936161256213,371.45580132606887,39.362185200447584,11.85273768874799
61,36,Urban,Night,Premium,457.0853188522962,403.32576698986344,-53.75955186243277,-11.76138231641712
48,12,Rural,Night,Economy,552.8162271192283,619.3428580311954,66.52663091196712,12.034131352953036
93,59,Rural,Afternoon,Premium,281.0521288708149,342.10633063205853,61.05420176124363,21.723443976938203
59,18,Urban,Morning,Economy,288.3451530321269,314.8241418149974,26.478988782870488,9.183087873830237
95,73,Urban,Evening,Premium,666.8242060496077,549.7276011572651,-117.09660489234261,-17.560341065907757
71,33,Suburban,Evening,Premium,436.0192372930386,411.40728488207105,-24.611952410967547,-5.64469415702097
20,7,Suburban,Morning,Premium,248.22030676592635,241.01847146584407,-7.20183530008228,-2.901388445576963
23,7,Urban,Afternoon,Premium,493.2338839519256,523.2433306712243,30.009446719298694,6.084222454235047
80,69,Suburban,Night,Economy,291.5110820764234,274.88569976309816,-16.625382313325247,-5.70317333903851
58,10,Urban,Night,Premium,459.0606514814432,465.18888113158454,6.12822965014135,1.3349498874200665
71,25,Urban,Evening,Economy,603.9358824371426,586.0320572687037,-17.903825168438857,-2.9645241637554594
69,26,Rural,Evening,Premium,502.6040622268877,656.4230208841564,153.81895865726864,30.60440020634593
89,54,Suburban,Afternoon,Economy,74.78832688768996,103.17824241461678,28.389915526926814,37.96035652670785
84,62,Urban,Afternoon,Economy,126.23081147979764,116.59674519793577,-9.634066281861863,-7.632103579880517
98,61,Urban,Night,Economy,319.94237960548924,343.0719700703322,23.129590464842977,7.229298754783077
95,25,Urban,Morning,Economy,207.61291922267668,344.81241577577015,137.19949655309347,66.08427696444998
79,29,Rural,Night,Economy,304.74417790488224,327.27258795264396,22.528410047761724,7.392564544676344
82,10,Urban,Night,Economy,481.7658793191911,529.3410349154079,47.57515559621686,9.875160869310179
87,5,Rural,Evening,Economy,83.3353748167845,105.76091909463136,22.425544277846868,26.909993897729684
83,35,Rural,Night,Premium,513.6451022177532,447.18811085796625,-66.45699135978697,-12.938309169667384
47,9,Rural,Night,Premium,561.374877548703,627.9672569806668,66.59237943196376,11.862372559802772
34,7,Urban,Night,Premium,516.51117285383,544.5497090175306,28.038536163700655,5.428447173520372
26,13,Rural,Morning,Economy,666.4286805847338,630.9969943763606,-35.43168620837321,-5.316650864618395
88,7,Rural,Night,Premium,573.2085393656391,459.3771495471516,-113.83138981848754,-19.858634685460714
57,26,Rural,Evening,Premium,283.7979251507492,284.9101220213633,1.1121968706140706,0.3918974636700702
45,17,Rural,Afternoon,Economy,66.78323718712389,70.93891582830187,4.155678641177985,6.222637320700619
82,26,Urban,Morning,Economy,289.2390324634591,431.83526763639,142.59623517293085,49.30048132108369
54,39,Rural,Evening,Economy,147.42638660593482,160.24751087334042,12.821124267405594,8.696627898556569
95,24,Suburban,Afternoon,Economy,552.2304431046015,459.4140597194906,-92.8163833851109,-16.80754557161021
63,31,Suburban,Evening,Premium,632.5601419476765,604.0416893504732,-28.518452597203236,-4.508417572658601
43,18,Urban,Evening,Economy,494.7452574847764,501.11474778830404,6.369490303527641,1.287428268824514
33,14,Suburban,Evening,Premium,118.98653335805044,127.56495569385231,8.578422335801875,7.209574137258007
33,23,Urban,Morning,Premium,91.38952597435124,111.21141572467992,19.82188975032868,21.689454605434495
84,29,Urban,Morning,Premium,424.1559867017463,402.1126617224792,-22.04332497926714,-5.196985465341868
44,6,Suburban,Night,Premium,157.36483032789283,186.1299238255689,28.765093497676077,18.279239038189004
53,27,Suburban,Night,Premium,279.09504825213924,254.02210761296448,-25.07294063917476,-8.983656570117086
78,63,Rural,Afternoon,Economy,655.065105532243,560.3932735604043,-94.67183197183874,-14.45227828078516
