Number_of_Riders,Number_of_Drivers,Location_Category,Time_of_Booking,Vehicle_Type,Static_Price,ML_Predicted_Price,Revenue_Lift,Revenue_Lift_Pct
68,11,Rural,Evening,Economy,333.9106726820272,323.7702681906661,-10.140404491361096,-3.0368614485759458
84,64,Urban,Evening,Premium,353.8098038704909,398.0761902053319,44.266386334841,12.511350971790577
40,10,Urban,Night,Premium,293.19813425701705,289.8118262807046,-3.3863079763124233,-1.154955499595366
93,20,Urban,Afternoon,Premium,447.083068843808,524.4854412379309,77.40237239412289,17.312749640529113
57,44,Urban,Evening,Economy,584.888884974888,546.0786327425957,-38.81025223229233,-6.635491497493345
67,16,Suburban,Evening,Premium,488.1872511532145,558.9915480533168,70.80429690010232,14.503512071002614
68,16,Urban,Night,Economy,246.7577555097292,297.56218446897924,50.80442895925003,20.588787109974707
38,22,Urban,Morning,Premium,312.1731588463509,395.15953490868924,82.98637606233837,26.583443742895142
49,28,Urban,Evening,Premium,576.281119337865,641.1310893697934,64.84997003192836,11.253183187129162
98,59,Urban,Morning,Economy,381.391205400882,379.31457992274625,-2.0766254781357247,-0.5444869857323991
47,9,Suburban,Morning,Economy,543.7702542024564,437.71938556814166,-106.05086863431472,-19.502881559760695
27,11,Urban,Evening,Premium,472.5224037960476,453.612390740577,-18.910013055470642,-4.001929411929571
59,29,Urban,Night,Premium,286.05897011629656,325.50601884190206,39.4470487256055,13.789831065101158
56,20,Urban,Evening,Economy,88.95619552388446,98.16634802273134,9.210152498846881,10.35358183272798
50,39,Urban,Morning,Premium,646.9811778631195,568.0418968584194,-78.93928100470009,-12.201171178646115
93,37,Urban,Night,Economy,292.9246564000302,278.1053436366699,-14.819312763360301,-5.059086846933918
46,22,Rural,Morning,Economy,395.769846813748,363.812002166035,-31.957844647713046,-8.074855854987009
56,19,Suburban,Evening,Premium,279.6798100890559,322.0153341506476,42.33552406159174,15.13713987724435
37,16,Suburban,Evening,Economy,192.50297743378897,193.89190582896305,1.3889283951740765,0.7215100845137815
85,58,Urban,Night,Premium,351.77029329216225,355.75671118593976,3.9864178937775137,1.1332446115529717
27,7,Urban,Morning,Premium,555.4019371049674,424.5412960558574,-130.86064104910997,-23.561430435626686
44,16,Rural,Night,Premium,395.3781570382596,394.1393765018732,-1.2387805363864004,-0.3133153701929283
75,51,Suburban,Afternoon,Premium,261.5103067801241,275.2716718133557,13.761365033231584,5.26226488074982
21,11,Urban,Morning,Economy,397.5648404411393,360.07006463752145,-37.49477580361787,-9.431109592592126
42,29,Suburban,Morning,Premium,735.2764383329761,651.9609628911808,-83.31547544179534,-11.33117710540117
25,15,Suburban,Night,Premium,289.4570095389695,354.7557122171114,65.29870267814192,22.559033129702385
67,46,Suburban,Morning,Economy,97.6750013649232,153.22880234612055,55.55380098119734,56.876171184930925
29,6,Suburban,Afternoon,Economy,197.46392160702555,188.29660962808296,-9.167311978942593,-4.6425250265142255
100,70,Urban,Night,Premium,762.8822843495781,632.932704183439,-129.94958016613907,-17.03402776968823
37,10,Suburban,Afternoon,Economy,512.44939271165,443.42740219098346,-69.02199052066658,-13.46903547986143
31,14,Urban,Night,Premium,484.4661863877365,419.81924813269546,-64.64693825504105,-13.343952595961294
49,12,Suburban,Afternoon,Premium,353.01840875622844,337.29632731849216,-15.722081437736279,-4.4536151791996
42,19,Rural,Evening,Premium,539.7316715337728,530.8650004988119,-8.86667103496086,-1.6427924286459152
61,5,Rural,Morning,Economy,114.16365482248573,110.39176710511916,-3.7718877173665675,-3.303930417462121
24,7,Suburban,Night,Economy,521.4080460440558,591.8659074428804,70.45786139882455,13.512998491947185
20,10,Rural,Evening,Premium,450.3878805106937,462.1150057231331,11.727125212439375,2.603783476398614
22,9,Urban,Evening,Premium,82.69156896202661,112.48565220145294,29.794083239426328,36.03037602673652
98,87,Suburban,Afternoon,Economy,34.57409278115731,62.24695036976264,27.672857588605325,80.03928769372331
30,14,Urban,Afternoon,Economy,535.1718879088473,570.5585990804734,35.386711171626075,6.612214126174969
32,13,Urban,Evening,Premium,333.4011668412356,402.6873454195059,69.28617857827032,20.78162450201146
22,12,Urban,Night,Premium,179.8388198801664,189.9505784539815,10.11175857381511,5.622678452045541
62,8,Urban,Night,Premium,241.9912178461052,258.53167318994855,16.540455343843348,6.835146949160066
51,27,Urban,Night,Economy,369.3803924019288,327.9766382372618,-41.40375416466702,-11.208974546655124
85,74,Suburban,Evening,Premium,704.3001292247022,691.9432731917512,-12.356856032950986,-1.7544872590827845
28,9,Urban,Night,Premium,466.9720738288303,423.0597548735575,-43.91231895527278,-9.403628485794409
93,70,Suburban,Evening,Economy,41.12164471941277,77.28573845109685,36.164093731684076,87.94418116892993
36,9,Suburban,Night,Premium,404.02979977887577,430.8491758848843,26.81937610600852,6.637969803387443
80,22,Rural,Morning,Economy,423.75441798529033,475.1225204808958,51.368102495605456,12.1221396911521
60,24,Rural,Morning,Premium,165.72466245477892,198.9756772311594,33.25101477638049,20.064011163971234
97,45,Urban,Morning,Premium,578.8213877560842,575.4318359123956,-3.389551843688537,-0.5855954730402769
53,14,Suburban,Afternoon,Premium,707.4493979183783,609.4143984445907,-98.0349994737876,-13.857528151447852
79,22,Rural,Evening,Premium,542.8095730212775,526.6026740614033,-16.206898959874252,-2.9857430239608096
44,24,Urban,Afternoon,Premium,513.9900766589533,512.8402328524454,-1.1498438065078744,-0.22370933967871676
34,12,Suburban,Night,Premium,298.3556200090825,278.07584201758846,-20.27977799149403,-6.797183170498573
55,12,Urban,Morning,Premium,183.2701656673754,208.06085233916906,24.79068667179365,13.526853419659854
49,29,Suburban,Evening,Premium,468.3069201504469,625.8158847024008,157.5089645519539,33.63370425988005
72,54,Rural,Afternoon,Economy,220.4983368386397,241.34738837282495,20.849051534185264,9.455423488950197
72,27,Urban,Morning,Premium,265.94661511348426,303.88135805860077,37.93474294511651,14.264044281567212
99,6,Suburban,Afternoon,Economy,311.4894374116108,357.15175615490784,45.66231874329702,14.659347399622275
21,10,Rural,Morning,Economy,647.8477765247827,588.4476731674621,-59.40010335732063,-9.168836493652508
50,25,Urban,Afternoon,Economy,383.9141419544756,391.7796288848876,7.865486930411976,2.048761968071669
61,35,Rural,Morning,Premium,557.916185756397,420.30496838628125,-137.61121737011575,-24.66521332116379
24,5,Rural,Night,Premium,228.7960083986281,308.2187758686007,79.4227674699726,34.71335362267134
31,17,Rural,Evening,Premium,237.76862211931405,290.817770358205,53.04914823889095,22.31124854324575
35,20,Suburban,Afternoon,Economy,297.0874038526085,358.65131185595993,61.56390800335146,20.72249015104479
74,30,Urban,Evening,Economy,794.3231511066332,573.3428287952968,-220.9803223113364,-27.81995237120706
94,61,Urban,Evening,Premium,563.8497971641384,523.7493451077639,-40.10045205637448,-7.111903251195302
44,11,Rural,Afternoon,Premium,339.2870734791633,380.1217561263983,40.834682647234956,12.035437197327454
84,37,Urban,Evening,Premium,248.9476553705649,310.01492177034226,61.06726639977737,24.530163302352534
27,12,Suburban,Morning,Premium,279.2686999169939,236.1580724222505,-43.1106274947434,-15.436970740923355
59,36,Suburban,Evening,Premium,145.04223833476908,156.38725672198956,11.345018387220478,7.821872109443919
82,20,Urban,Night,Premium,241.8259564507362,221.84169077705144,-19.984265673684746,-8.263904324826214
24,10,Urban,Morning,Premium,430.60985477056624,413.5500383133989,-17.059816457167358,-3.961780314167919
84,67,Suburban,Night,Economy,219.99370680056552,268.17574131991074,48.18203451934522,21.901551285294023
52,9,Suburban,Morning,Economy,366.7282586383836,335.6641025554872,-31.064156082896375,-8.470619689421731
38,12,Rural,Evening,Economy,356.8814026432877,422.5944751838758,65.71307254058809,18.413140066665235
26,12,Urban,Afternoon,Economy,441.4714772887345,431.2496120404632,-10.221865248271286,-2.3154078517253573
61,39,Suburban,Morning,Premium,230.1431447581205,217.93730584422028,-12.205838913900237,-5.303585699556041
87,41,Rural,Afternoon,Premium,158.89198003545,195.49702887254756,36.60504883709757,23.03769443173325
98,46,Suburban,Evening,Economy,766.9193242115463,652.5289318028424,-114.39039240870386,-14.915570490586639
24,13,Urban,Morning,Economy,466.7229822330101,519.4287855859825,52.705803352972396,11.292737953636742
44,8,Urban,Night,Economy,233.50662384935427,277.849923160641,44.343299311286756,18.99016763648411
71,59,Urban,Evening,Economy,104.1037337805616,115.26023441288345,11.156500632321851,10.716715171656032
91,59,Urban,Night,Economy,38.33576819209958,41.42272269303627,3.0869545009366917,8.05241331142248
32,14,Urban,Night,Economy,761.0167600703148,676.8470035465406,-84.16975652377425,-11.06017119990857
79,24,Urban,Evening,Economy,284.8625062809567,322.23578962537994,37.373283344423214,13.119762173110406
73,27,Urban,Morning,Premium,216.06019585156733,237.72138676522675,21.661190913659425,10.025535165459441
32,16,Rural,Morning,Economy,39.37370119886104,72.14291425318925,32.769213054328205,83.2261434829909
22,10,Rural,Morning,Premium,471.7821019342959,470.17167668598614,-1.6104252483097525,-0.34134937330327825
35,19,Urban,Afternoon,Economy,508.6730024657942,542.9581969601273,34.285194494333155,6.740124663218914
24,10,Suburban,Night,Economy,95.11851081754354,95.83039282823614,0.7118820106926051,0.7484158494219262
67,31,Rural,Night,Economy,735.1444900755255,633.8734614901315,-101.27102858539399,-13.775663145484481
100,73,Urban,Night,Premium,456.60307303079816,397.39613044863006,-59.2069425821681,-12.96682963370563
66,16,Urban,Morning,Economy,122.24187517858556,146.14806468317715,23.906189504591595,19.556464975415807
96,36,Urban,Evening,Premium,599.8171406236374,547.7123977717757,-52.104742851861715,-8.686771237928905
60,8,Urban,Morning,Premium,438.5186068324803,450.4446652192847,11.926058386804357,2.719624253335335
92,31,Rural,Night,Premium,516.1330392078827,586.4783770984891,70.3453378906064,13.62930340568131
92,49,Urban,Evening,Premium,397.4831040703401,371.83798623991396,-25.64511783042616,-6.451876210035811
56,37,Urban,Afternoon,Premium,317.8400260939533,279.48580562052683,-38.354220473426494,-12.067146150462815
88,71,Rural,Afternoon,Premium,330.78364034759613,450.9116157492107,120.12797540161455,36.31617793291739
87,47,Rural,Morning,Premium,743.3166378180009,667.4587169116907,-75.85792090631026,-10.20533068235772
85,6,Suburban,Afternoon,Economy,274.1712773124912,271.9983979275871,-2.1728793849040926,-0.7925262654072686
98,54,Rural,Evening,Premium,462.4075929220183,427.3483968719842,-35.059196050034075,-7.581881566539621
28,14,Rural,Afternoon,Economy,533.0802632142761,543.1101702548777,10.029907040601643,1.8815003542102697
36,9,Suburban,Night,Premium,143.2178421949143,182.58005986306014,39.36221766814583,27.48415774521674
20,8,Suburban,Night,Premium,574.9456425421428,584.3221247978778,9.376482255735027,1.6308467378370894
94,36,Rural,Morning,Economy,215.741761640662,262.88552042106744,47.14375878040545,21.85193929162763
94,82,Suburban,Morning,Premium,129.7685299495176,159.0090812885943,29.24055133907669,22.53285241841902
70,7,Urban,Afternoon,Economy,321.0007657787772,354.3606077832956,33.35984200451844,10.392449352444508
90,71,Suburban,Morning,Premium,172.59277503910292,214.26995839039176,41.677183351288846,24.14769873295472
42,10,Urban,Night,Premium,455.20978516158993,387.3878264089933,-67.82195875259663,-14.899055548316312
44,18,Suburban,Night,Premium,199.8397440906976,229.70830117057244,29.868557079874847,14.94625466809993
60,16,Suburban,Evening,Economy,281.0970650985199,325.2557146873443,44.1586495888244,15.709395462150244
26,5,Rural,Afternoon,Premium,413.54800185803066,482.2131565263071,68.66515466827644,16.603914022016944
79,13,Rural,Afternoon,Economy,134.09432585149492,147.02624956473235,12.931923713237438,9.643900762482016
26,8,Rural,Night,Premium,378.50396161301137,377.49970258071943,-1.004259032291941,-0.26532325527380124
62,7,Urban,Morning,Premium,162.05358553352147,134.7056838509165,-27.34790168260497,-16.875838687906068
42,16,Rural,Morning,Economy,513.1161277813304,534.3376989721783,21.22157119084784,4.135822290873622
57,16,Urban,Afternoon,Economy,308.6385554813678,316.9435017374539,8.304946256086112,2.6908324020417056
33,13,Rural,Morning,Economy,239.08854651007988,257.1797021029882,18.091155592908308,7.566717794298687
22,10,Rural,Morning,Economy,562.1650160715976,654.2741888997518,92.10917282815421,16.384721602175105
67,44,Urban,Morning,Economy,467.0198948894929,499.7782924077203,32.75839751822741,7.014347327960999
62,15,Suburban,Night,Economy,327.43334173812747,308.91307884150064,-18.520262896626832,-5.656193348641583
95,49,Rural,Night,Premium,332.0936161256213,379.88198209017884,47.788365964557556,14.39002848717231
61,36,Urban,Night,Premium,457.0853188522962,381.66723323439874,-75.41808561789748,-16.499782974274062
48,12,Rural,Night,Economy,552.8162271192283,611.7422474545256,58.92602033529727,10.659242157627263
93,59,Rural,Afternoon,Premium,281.0521288708149,326.8436382350994,45.79150936428448,16.292888279573383
59,18,Urban,Morning,Economy,288.3451530321269,330.1758469936057,41.8306939614788,14.50716043658209
95,73,Urban,Evening,Premium,666.8242060496077,571.65216901108,-95.17203703852772,-14.272432850382682
71,33,Suburban,Evening,Premium,436.0192372930386,412.0541734085036,-23.965063884535027,-5.496331775019517
20,7,Suburban,Morning,Premium,248.22030676592635,220.50414141706855,-27.7161653488578,-11.165954030906244
23,7,Urban,Afternoon,Premium,493.2338839519256,540.3022358656161,47.06835191369055,9.54280584629871
80,69,Suburban,Night,Economy,291.5110820764234,269.91121545499175,-21.59986662143166,-7.409621091444124
58,10,Urban,Night,Premium,459.0606514814432,478.76392325515616,19.70327177371297,4.29208465376594
71,25,Urban,Evening,Economy,603.9358824371426,609.2886106744382,5.352728237295651,0.8863073701955042
69,26,Rural,Evening,Premium,502.6040622268877,602.671270143958,100.06720791707033,19.90974913209069
89,54,Suburban,Afternoon,Economy,74.78832688768996,117.85335173917811,43.06502485148815,57.582548833000544
84,62,Urban,Afternoon,Economy,126.23081147979764,104.19673268250008,-22.034078797297553,-17.455388695511914
98,61,Urban,Night,Economy,319.94237960548924,342.2619277305074,22.319548125018173,6.976114934364025
95,25,Urban,Morning,Economy,207.61291922267668,327.508644280918,119.89572505824134,57.74964559389792
79,29,Rural,Night,Economy,304.74417790488224,323.9964517944541,19.25227388957188,6.317519836451465
82,10,Urban,Night,Economy,481.7658793191911,524.9558268175774,43.189947498386346,8.9649245312724
87,5,Rural,Evening,Economy,83.3353748167845,114.36386252455732,31.028487707772825,37.23327311599661
83,35,Rural,Night,Premium,513.6451022177532,438.02260875061364,-75.62249346713958,-14.722712849908651
47,9,Rural,Night,Premium,561.374877548703,645.3440427595792,83.96916521087621,14.957770389999563
34,7,Urban,Night,Premium,516.51117285383,545.4471876017308,28.9360147479008,5.6022049993659175
26,13,Rural,Morning,Economy,666.4286805847338,637.2983426331971,-29.130337951536717,-4.371111088132844
88,7,Rural,Night,Premium,573.2085393656391,455.58023859232105,-117.62830077331807,-20.521030775901465
57,26,Rural,Evening,Premium,283.7979251507492,271.7177003276295,-12.08022482311975,-4.256629014008088
45,17,Rural,Afternoon,Economy,66.78323718712389,71.99513248363135,5.211895296507464,7.804196855423387
82,26,Urban,Morning,Economy,289.2390324634591,424.33059244192043,135.0915599784613,46.705853918774956
54,39,Rural,Evening,Economy,147.42638660593482,146.2230928868787,-1.20329371905612,-0.8161996958336085
95,24,Suburban,Afternoon,Economy,552.2304431046015,464.79092014773283,-87.43952295686864,-15.833883127719231
63,31,Suburban,Evening,Premium,632.5601419476765,615.4594137410111,-17.100728206665394,-2.703415386560969
43,18,Urban,Evening,Economy,494.7452574847764,532.1297401585566,37.38448267378021,7.556309455867913
33,14,Suburban,Evening,Premium,118.98653335805044,130.39129967051412,11.404766312463678,9.584921915612773
33,23,Urban,Morning,Premium,91.38952597435124,114.57038319270178,23.18085721835054,25.364894905852033
84,29,Urban,Morning,Premium,424.1559867017463,405.4782289218765,-18.677757779869808,-4.403511530064397
44,6,Suburban,Night,Premium,157.36483032789283,164.127857517833,6.763027189940175,4.297673867692298
53,27,Suburban,Night,Premium,279.09504825213924,270.1186880254073,-8.976360226731913,-3.216237723652666
78,63,Rural,Afternoon,Economy,655.065105532243,549.2415839509955,-105.82352158124752,-16.154657100116097
